name	validation_avg_return	validation_hit_rate	test_avg_return	test_hit_rate	test_excess_return	validation_corr	test_corr
distance_bottom5	0.23235176236984464	0.96	0.0822097175299819	0.82	0.0386449691189558	-0.40509868028186713	-0.10467617624378077
distance_plus_atr_bottom5	0.18842091319819715	0.84	0.12083257072723487	0.88	0.07726782231620877	-0.41565162723361815	-0.12255046394876781
