name	feature_count	rows	validation_corr	test_corr	validation_top15_avg_return	validation_bottom15_avg_return	test_top15_avg_return	test_bottom15_avg_return	sign_match	preferred_direction
distance_to_252_high	20	6553	-0.40509868028186713	-0.10467617624378077	0.008137121749586123	0.1147494064938956	0.04934932787146132	0.05616585988104108	True	bottom
ret_60_plus_sma_gap_60_plus_atr_pct_20	22	6744	-0.3633505374690146	-0.09470236028634674	0.014795268695519316	0.09889142277768916	0.04511776757750721	0.050641204494011736	True	bottom
atr_pct_20	20	6784	-0.36661184159529986	-0.10831152113118904	0.009785399572652627	0.08475056566887805	0.03625029269557727	0.047378282135555005	True	bottom
ret_60_plus_sma_gap_60_plus_distance_to_252_high	22	6553	-0.4274200612184833	-0.06692401427920344	0.010002268490991366	0.15464232918784412	0.03787252969640888	0.04123885284853212	True	bottom
sma_gap_60	20	6745	-0.38742247840281246	-0.10407909403481706	0.014357081844843822	0.09439939217995998	0.049887901764444506	0.04808513920265999	False	top
ret_60	20	6744	-0.38734508932228784	-0.09020466622430756	0.012585218381142493	0.09094649523057206	0.04538710494075078	0.04363529109887582	False	top
baseline	19	6784	-0.3957888390862422	-0.09784310077674822	0.013546060163028888	0.09037016698993232	0.05105600210892254	0.043005346588179644	False	top
ret_60_plus_sma_gap_60	21	6744	-0.3922906771593469	-0.07793354256236704	0.013155041124207794	0.09422289330901883	0.043111053081963085	0.04032077294100144	False	top
