model_name	rule_name	role	recent_selected_count	latest_date	latest_score	latest_selected	cutoff	last_selected_date
ret_60_plus_sma_gap_60_plus_neg_weight_1_15	fixed_0.49	operator	3	2026-04-02	0.456	False	0.49	2026-03-30
ret_60_plus_all_regime_features	top_10pct	headline	16	2026-04-02	0.4994	False	0.5004	2026-03-30
ret_60_plus_all_regime_features	top_12_5pct	headline	18	2026-04-02	0.4994	False	0.5003	2026-03-30
ret_60_plus_sma_gap_60_plus_neg_weight_1_15	top_10pct	operator	3	2026-04-02	0.456	False	0.4897	2026-03-30
ret_60_plus_sma_gap_60_plus_neg_weight_1_15	top_20pct	operator	5	2026-04-02	0.456	False	0.4847	2026-03-30
