asset_key	role	model_name	best_rule_name	selected_count	hit_rate	avg_return	cutoff	recent_selected_count	latest_date	latest_score	latest_selected	last_selected_date
smh	headline	ret_60_plus_year_plus_rolling_return_120_plus_rolling_vol_60_plus_above_200dma_flag_plus_neg_weight_1_3	top_10pct	12	0.9167	0.1362	0.5005	16	2026-04-02	0.4989	False	2026-03-30
smh	headline	ret_60_plus_year_plus_rolling_return_120_plus_rolling_vol_60_plus_above_200dma_flag_plus_neg_weight_1_45	top_10pct	12	0.9167	0.1328	0.5003	16	2026-04-02	0.4987	False	2026-03-30
smh	headline	ret_60_plus_year_plus_rolling_return_120_plus_rolling_vol_60_plus_atr_pct_20_plus_neg_weight_1_3	top_10pct	12	0.9167	0.1358	0.5004	16	2026-04-02	0.4989	False	2026-03-30
smh	headline	ret_60_plus_year_plus_rolling_return_120_plus_rolling_vol_60_plus_atr_pct_20_plus_neg_weight_1_45	top_10pct	12	0.9167	0.1358	0.5003	16	2026-04-02	0.4986	False	2026-03-30
smh	headline	ret_60_plus_year_plus_rolling_return_120_plus_rolling_vol_60_plus_close_location_20_plus_neg_weight_1_3	top_12_5pct	12	0.9167	0.1331	0.5013	16	2026-04-02	0.4966	False	2026-03-30
smh	headline	ret_60_plus_year_plus_rolling_return_120_plus_rolling_vol_60_plus_close_location_20_plus_neg_weight_1_45	top_10pct	12	0.9167	0.134	0.5012	16	2026-04-02	0.4958	False	2026-03-30
smh	headline	ret_60_plus_year_plus_rolling_return_120_plus_rolling_vol_60_plus_distance_to_252_high_plus_neg_weight_1_3	top_10pct	12	0.9167	0.1358	0.5005	16	2026-04-02	0.4989	False	2026-03-30
smh	headline	ret_60_plus_year_plus_rolling_return_120_plus_rolling_vol_60_plus_distance_to_252_high_plus_neg_weight_1_45	top_10pct	12	0.9167	0.1358	0.5003	16	2026-04-02	0.4987	False	2026-03-30
smh	headline	ret_60_plus_year_plus_rolling_return_120_plus_rolling_vol_60_plus_neg_weight_1_3	top_10pct	12	0.9167	0.1335	0.5005	16	2026-04-02	0.4989	False	2026-03-30
smh	headline	ret_60_plus_year_plus_rolling_return_120_plus_rolling_vol_60_plus_neg_weight_1_45	top_10pct	12	0.9167	0.1358	0.5003	16	2026-04-02	0.4987	False	2026-03-30
