line_id	lane_type	role	preferred	status	recent_selected_count	latest_date	latest_value	latest_selected	cutoff	last_selected_date	usage_note
ret_60_plus_year_plus_rolling_return_120_plus_rolling_vol_60_plus_up_day_ratio_20::top_10pct	deep_research	primary	True	watchlist_ready	16	2026-04-02	0.4994	False	0.5007	2026-03-30	Second-round deep-research line with round2_score=0.9222; best rule avg_return=0.1420 across 12 trades.
ret_60_plus_year_plus_rolling_return_120_plus_rolling_vol_60_plus_sma_gap_60_plus_neg_weight_1_15::top_10pct	deep_research	research_side_line	False	watchlist_ready	16	2026-04-02	0.4991	False	0.5006	2026-03-30	Second-round deep-research line with round2_score=0.9218; best rule avg_return=0.1420 across 12 trades.
ret_60_plus_year_plus_rolling_return_120_plus_rolling_vol_60_plus_close_location_20::top_10pct	deep_research	research_side_line	False	watchlist_ready	15	2026-04-02	0.4993	False	0.5009	2026-03-30	Second-round deep-research line with round2_score=0.9181; best rule avg_return=0.1375 across 12 trades.
