asset_key	role	model_name	round4_score	walkforward_avg_test_bal_acc	test_positive_rate	best_rule_name	best_rule_avg_return	best_rule_trade_count	recent_selected_count	latest_selected
smh	headline	ret_60_plus_year_plus_rolling_return_120_plus_rolling_vol_60_plus_atr_pct_20_plus_ret_20_vs_benchmark_plus_neg_weight_1_6	0.7656	0.5079	0.9589	top_10pct	0.129	12	16	False
smh	headline	ret_60_plus_year_plus_rolling_return_120_plus_rolling_vol_60_plus_above_200dma_flag_plus_ret_20_vs_benchmark_plus_neg_weight_1_6	0.7588	0.5066	0.9578	top_10pct	0.1214	12	16	False
smh	headline	ret_60_plus_year_plus_rolling_return_120_plus_rolling_vol_60_plus_close_location_20_plus_rs_vs_benchmark_60_plus_neg_weight_1_45	0.7471	0.5031	0.9878	top_10pct	0.1324	12	16	False
