date	close	future_return_60	context_full_prob	context_full_selected	context_full_cutoff	trend_quality_20	percent_up_days_20	bollinger_bandwidth_20	distance_from_60d_low	atr_pct_20_percentile	context_no_atr_prob	context_no_atr_selected	context_no_atr_cutoff	rv_prob	rv_selected	rv_cutoff	selection_state
2025-12-26 14:30:00	416.739990234375	-0.0010797660411712	0.4600275456905365	False	0.5006368696689606	0.5785249372338941	0.7	0.0996573377219427	0.1859419393078831	0.5674603174603174	0.46672576665878296	False	0.5029153764247895	0.4692758619785309	False	0.4942682504653931	other
2025-12-29 14:30:00	398.6000061035156	0.0051179340533979	0.4809299409389496	False	0.5006368696689606	0.1073663329830827	0.65	0.0979054245223461	0.120292354634512	0.7261904761904762	0.48638859391212463	False	0.5029153764247895	0.4851783812046051	False	0.4942682504653931	other
2025-12-30 14:30:00	398.8900146484375	0.0396349795131572	0.47665664553642273	False	0.5006368696689606	0.0914652593667563	0.65	0.0966896291700488	0.1076586139534789	0.7380952380952381	0.4821695387363434	False	0.5029153764247895	0.4794090688228607	False	0.4942682504653931	other
2025-12-31 14:30:00	396.30999755859375	0.0461002475996601	0.47469934821128845	False	0.5006368696689606	0.0913478607637748	0.65	0.0939396274033523	0.1004942878265606	0.7261904761904762	0.48169031739234924	False	0.5029153764247895	0.47847649455070496	False	0.4942682504653931	other
2026-01-02 14:30:00	398.2799987792969	0.0803706183181021	0.47787290811538696	False	0.5006368696689606	0.1144406653310516	0.7	0.0905797713424052	0.1059646900464152	0.7301587301587301	0.4828384816646576	False	0.5029153764247895	0.47926774621009827	False	0.4942682504653931	other
2026-01-05 14:30:00	408.760009765625	0.0710930542722518	0.4703831076622009	False	0.5006368696689606	0.1964178187861812	0.7	0.089875103903463	0.1350661315893038	0.75	0.47513696551322937	False	0.5029153764247895	0.4728211760520935	False	0.4942682504653931	other
2026-01-06 14:30:00	413.1799926757813	0.0596350624067421	0.4672430157661438	False	0.5006368696689606	0.2405668938775917	0.75	0.0900359243410632	0.147339770848679	0.7420634920634921	0.47234228253364563	False	0.5029153764247895	0.4706364870071411	False	0.4942682504653931	other
2026-01-07 14:30:00	409.2300109863281	0.0698629024518093	0.47004008293151855	False	0.5006368696689606	0.2118244742707389	0.75	0.0848447318239008	0.1363712555120957	0.7619047619047619	0.4756666123867035	False	0.5029153764247895	0.4732290208339691	False	0.4942682504653931	other
2026-01-08 14:30:00	411.489990234375	0.0639870172172276	0.4691697657108307	False	0.5006368696689606	0.2131308726265828	0.75	0.0807577583050631	0.1426468838545638	0.7619047619047619	0.47494807839393616	False	0.5029153764247895	0.47319453954696655	False	0.4942682504653931	other
2026-01-09 14:30:00	414.4700012207031	0.0563370232700675	0.4687841236591339	False	0.5006368696689606	0.2231616687950665	0.75	0.0780962145940329	0.1509219339121379	0.75	0.47435787320137024	False	0.5029153764247895	0.47310811281204224	False	0.4942682504653931	other
2026-01-12 14:30:00	422.2300109863281	0.0369229944159403	0.4589400887489319	False	0.5006368696689606	0.2451054725087815	0.75	0.083634878990048	0.1724703340866404	0.7698412698412699	0.46543172001838684	False	0.5029153764247895	0.4653491973876953	False	0.4942682504653931	other
2026-01-13 14:30:00	421.6300048828125	0.0383986012710508	0.46492868661880493	False	0.5006368696689606	0.2204394743088976	0.7	0.0873976166297948	0.1708042058192544	0.746031746031746	0.471242219209671	False	0.5029153764247895	0.4730592370033264	False	0.4942682504653931	other
2026-01-14 14:30:00	425.9400024414063	0.0278912635928032	0.45524418354034424	False	0.5006368696689606	0.2510990461420156	0.7	0.0930108403874811	0.1827724320133907	0.7341269841269841	0.46347764134407043	False	0.5029153764247895	0.46605220437049866	False	0.4942682504653931	other
2026-01-15 14:30:00	423.3299865722656	0.0342286660798114	0.4605093002319336	False	0.5006368696689606	0.2269671171498004	0.65	0.0938926854917188	0.1755248037102432	0.7261904761904762	0.469027042388916	False	0.5029153764247895	0.47309955954551697	False	0.4942682504653931	other
2026-01-16 14:30:00	421.2900085449219	0.0392366266562771	0.45968469977378845	False	0.5006368696689606	0.1809193048704858	0.6	0.0939364213732938	0.1698600862410566	0.7698412698412699	0.468557745218277	False	0.5029153764247895	0.47447124123573303	False	0.4942682504653931	other
2026-01-20 14:30:00	437.2300109863281	0.0013493957941261	0.44826486706733704	False	0.5006368696689606	0.2770672719604797	0.65	0.1056856588675463	0.2141231170572688	0.7857142857142857	0.4564613699913025	False	0.5029153764247895	0.46397528052330017	False	0.4942682504653931	other
2026-01-21 14:30:00	443.6000061035156	-0.0130297536063334	0.4335181415081024	False	0.5006368696689606	0.3147995991514052	0.65	0.1199978496545879	0.2318116519999471	0.7976190476190477	0.4452134072780609	False	0.5029153764247895	0.45405313372612	False	0.4942682504653931	other
2026-01-22 14:30:00	451.7900085449219	-0.0309214479215602	0.4301595985889435	False	0.5006368696689606	0.3054294870621113	0.65	0.1422331948351794	0.2545540782813347	0.7817460317460317	0.4424954652786255	False	0.5029153764247895	0.4546677768230438	False	0.4942682504653931	other
2026-01-23 14:30:00	458.0	-0.0440611193794349	0.42413318157196045	False	0.5006368696689606	0.30665590841396	0.65	0.1660698290400461	0.2717983067031897	0.7777777777777778	0.438150018453598	False	0.5029153764247895	0.45378413796424866	False	0.4942682504653931	other
2026-01-26 14:30:00	464.7000122070313	-0.0578437791622803	0.41761332750320435	False	0.5006368696689606	0.3634413292915558	0.7	0.1901382233926198	0.2859752906922737	0.7857142857142857	0.43250370025634766	False	0.5029153764247895	0.44974058866500854	False	0.4942682504653931	other
2026-01-27 14:30:00	476.1000061035156	-0.0804032730278391	0.4015066623687744	False	0.5006368696689606	0.3905153666716567	0.7	0.2201776770019735	0.3174132842786725	0.8055555555555556	0.42034152150154114	False	0.5029153764247895	0.4414343237876892	False	0.4942682504653931	other
2026-01-28 14:30:00	494.55999755859375	-0.1147282241072329	0.37778088450431824	False	0.5006368696689606	0.7759641304527355	0.75	0.2538086572807465	0.3684938086618272	0.7619047619047619	0.40037426352500916	False	0.5029153764247895	0.4240988790988922	False	0.4942682504653931	other
2026-01-29 14:30:00	495.8999938964844	-0.1171203615388415	0.380241721868515	False	0.5006368696689606	0.7870286544712447	0.75	0.276294546201214	0.3722017039648952	0.8571428571428571	0.40211838483810425	False	0.5029153764247895	0.4272181987762451	False	0.4942682504653931	other
2026-01-30 14:30:00	444.9500122070313	-0.0160242829243815	0.5205385684967041	True	0.5006368696689606	0.200660632141182	0.75	0.2627872554546585	0.2312183352378496	1.0	0.5146664977073669	True	0.5029153764247895	0.5314339995384216	True	0.4942682504653931	all_three
2026-02-02 14:30:00	427.1300048828125	0.0250275146189722	0.46058666706085205	False	0.5006368696689606	0.1140874853172288	0.7	0.2496347402533497	0.1713424161034396	1.0	0.4726247489452362	False	0.5029153764247895	0.48153138160705566	False	0.4942682504653931	other
2026-02-03 14:30:00	454.2900085449219	-0.0362543769638606	0.42055201530456543	False	0.5006368696689606	0.1594633489396585	0.7	0.2419883076628592	0.245653943896861	1.0	0.4375033974647522	False	0.5029153764247895	0.4482627511024475	False	0.4942682504653931	other
2026-02-04 14:30:00	453.9700012207031	-0.0355750244576905	0.4154696464538574	False	0.5006368696689606	0.1421210474954217	0.65	0.2349795408954164	0.2389334222603412	1.0	0.43482908606529236	False	0.5029153764247895	0.44494929909706116	False	0.4942682504653931	other
2026-02-05 14:30:00	441.8800048828125	-0.0091880092190874	0.4072555899620056	False	0.5006368696689606	0.1137584498913098	0.65	0.2232385445109212	0.199066585412329	1.0	0.43045106530189514	False	0.5029153764247895	0.4360705018043518	False	0.4942682504653931	other
2026-02-06 14:30:00	455.4599914550781	-0.0387300409735311	0.4052872955799103	False	0.5006368696689606	0.1482103757404376	0.65	0.2119979814795706	0.2359166531891459	0.996031746031746	0.42632246017456055	False	0.5029153764247895	0.4342444837093353	False	0.4942682504653931	other
2026-02-09 14:30:00	467.0299987792969	-0.062544143912438	0.40536171197891235	False	0.5006368696689606	0.1728662064660998	0.65	0.2033508913345572	0.2673125276848154	0.992063492063492	0.42530134320259094	False	0.5029153764247895	0.43520423769950867	False	0.4942682504653931	other
2026-02-10 14:30:00	462.3999938964844	-0.0531574111088076	0.4059840440750122	False	0.5006368696689606	0.1313425303847226	0.6	0.1959858101608373	0.2547487454726087	0.988095238095238	0.4278246760368347	False	0.5029153764247895	0.4377388656139374	False	0.4942682504653931	other
2026-02-11 14:30:00	467.6300048828125	-0.0637469735631357	0.4098922908306122	False	0.5006368696689606	0.1496953511062412	0.65	0.1875230240387374	0.2689406784538455	0.984126984126984	0.43009158968925476	False	0.5029153764247895	0.4405183792114258	False	0.4942682504653931	other
2026-02-12 14:30:00	451.3900146484375	-0.0300627104806198	0.42741554975509644	False	0.5006368696689606	0.08122364876902	0.6	0.1782950764620034	0.224872539089572	1.0	0.44576674699783325	False	0.5029153764247895	0.45306867361068726	False	0.4942682504653931	other
2026-02-13 14:30:00	462.6199951171875	-0.0536076867725671	0.41499099135398865	False	0.5006368696689606	0.1234227061952294	0.65	0.16584500746415	0.2448737990303882	1.0	0.4339190423488617	False	0.5029153764247895	0.44055280089378357	False	0.4942682504653931	other
2026-02-17 14:30:00	448.2000122070313	-0.0231593141457073	0.40910592675209045	False	0.5006368696689606	0.0841055664417831	0.65	0.1499179833638541	0.2053247407565226	1.0	0.43310660123825073	False	0.5029153764247895	0.43567928671836853	False	0.4942682504653931	other
2026-02-18 14:30:00	458.2799987792969	-0.0446451765505293	0.4198777377605438	False	0.5006368696689606	0.0649151276061123	0.65	0.1434213957611293	0.2324324089206035	0.996031746031746	0.43844103813171387	False	0.5029153764247895	0.44318389892578125	False	0.4942682504653931	other
2026-02-19 14:30:00	459.55999755859375	-0.0473060978977029	0.41753196716308594	False	0.5006368696689606	0.0489360158466106	0.65	0.1396601543206793	0.232262547729233	0.992063492063492	0.4373873472213745	False	0.5029153764247895	0.44201841950416565	False	0.4942682504653931	other
