asset_key	role	model_name	round2_score	walkforward_avg_test_bal_acc	best_rule_name	best_rule_avg_return	best_rule_trade_count	recent_selected_count	latest_selected
gld	headline	ret_60_plus_sma_gap_60_plus_rolling_vol_60_plus_neg_weight_1_15	0.9939	0.5393	top_20pct	0.1104	9	4	False
gld	headline	ret_60_plus_sma_gap_60_plus_neg_weight_1_15	0.983	0.5266	fixed_0.47	0.1003	9	6	True
gld	headline	ret_60_plus_sma_gap_60_plus_up_day_ratio_20_plus_neg_weight_1_15	0.9827	0.5278	top_20pct	0.1033	9	5	True
