date	close	future_return_60	context_full_prob	context_full_selected	context_full_cutoff	trend_quality_20	percent_up_days_20	bollinger_bandwidth_20	distance_from_60d_low	atr_pct_20_percentile	context_no_atr_prob	context_no_atr_selected	context_no_atr_cutoff	rv_prob	rv_selected	rv_cutoff	selection_state	context_full_gap	context_no_atr_gap	rv_gap
2026-03-24 13:30:00	404.1300048828125	0.083364269008374	0.49758946895599365	False	0.5006368696689606	-0.4350917560659866	0.35	0.2273775696603784	0.022259931220619	0.9166666666666666	0.5034295916557312	True	0.5029153764247895	0.5017708539962769	True	0.4942682504653931	no_atr_and_rv_only	-0.003047400712966941	0.0005142152309417503	0.007502603530883778
