model_name	rule_name	role	recent_selected_count	latest_date	latest_score	latest_selected	cutoff	last_selected_date
ret_60_plus_sma_gap_60	fixed_0.47	operator	6	2026-03-26	0.4871	True	0.47	2026-03-26
ret_60_plus_sma_gap_60_interaction	threshold	headline	20	2026-03-26	0.4773	True	0.418	2026-03-26
ret_60_plus_sma_gap_60	fixed_0.49	operator	4	2026-03-26	0.4871	False	0.49	2026-03-24
ret_60_plus_sma_gap_60	top_20pct	operator	4	2026-03-26	0.4871	False	0.4873	2026-03-24
ret_60_plus_sma_gap_60	threshold	operator	23	2026-03-26	0.4871	True	0.451	2026-03-26
