asset_key	symbol	preferred_line	lane_type	role	status	action	recent_selected_count	latest_date	latest_value	latest_selected	cutoff	last_selected_date	days_since_last_selected	action_note
gld	GLD	gld_current_live_mixed_live	binary_operator	primary	inactive	watchlist_blocked	35	2026-04-16	0.4994	False	0.494	2026-04-15	1	Preferred line clears threshold, but the buy-point overlay blocks entry today.
