asset_key	symbol	date	A_trend	A_trend_zh	B_price_vs_ma	B_price_vs_ma_zh	C_rsi_state	C_rsi_state_zh	D_kd_state	D_kd_state_zh	E_levels	E_levels_zh	F_volume_state	F_volume_state_zh	G_ma_structure	G_ma_structure_zh	H_macd_state	H_macd_state_zh	I_divergence_state	I_divergence_state_zh	J_candlestick_pattern	J_candlestick_pattern_zh	K_trade_action	K_trade_action_zh	L_price_volume_divergence	L_price_volume_divergence_zh
leu	LEU	2026-04-17	bearish	空頭	above	在均線上方	strong	偏強	golden_cross	黃金交叉	"[{""type"": ""support"", ""level"": 165.28, ""strength"": ""medium"", ""status"": ""holding""}, {""type"": ""support"", ""level"": 187.86, ""strength"": ""medium"", ""status"": ""holding""}, {""type"": ""support"", ""level"": 216.82, ""strength"": ""strong"", ""status"": ""broken""}, {""type"": ""resistance"", ""level"": 210.0, ""strength"": ""medium"", ""status"": ""holding""}]"	"[{""type"": ""support"", ""type_zh"": ""支撐"", ""level"": 165.28, ""strength"": ""medium"", ""strength_zh"": ""中"", ""status"": ""holding"", ""status_zh"": ""守住中""}, {""type"": ""support"", ""type_zh"": ""支撐"", ""level"": 187.86, ""strength"": ""medium"", ""strength_zh"": ""中"", ""status"": ""holding"", ""status_zh"": ""守住中""}, {""type"": ""support"", ""type_zh"": ""支撐"", ""level"": 216.82, ""strength"": ""strong"", ""strength_zh"": ""強"", ""status"": ""broken"", ""status_zh"": ""已跌破／已突破""}, {""type"": ""resistance"", ""type_zh"": ""壓力"", ""level"": 210.0, ""strength"": ""medium"", ""strength_zh"": ""中"", ""status"": ""holding"", ""status_zh"": ""守住中""}]"	expanding_on_drop	下跌放量	mixed	均線混合／排列混亂	bullish_expanding	多方柱狀體擴大	hidden_bullish_divergence	隱性偏多背離	doji	十字線	wait	觀望	inconclusive	訊號不明
