asset_key	role	model_name	round2_score	walkforward_avg_test_bal_acc	best_rule_name	best_rule_avg_return	best_rule_trade_count	recent_selected_count	latest_selected
ethe	headline	sma_gap_60_plus_rolling_return_120	0.919	0.5091	fixed_0.49	0.2106	3	4	False
ethe	headline	sma_gap_60_plus_up_day_ratio_20	0.8534	0.5122	top_10pct	0.1403	3	4	False
ethe	headline	sma_gap_60_plus_distance_to_252_high	0.8448	0.508	top_10pct	0.1403	3	5	False
