asset_key	horizon_days	upper_barrier	lower_barrier	validation_f1	validation_bal_acc	test_f1	test_bal_acc	headline_score	threshold	test_positive_rate	rows
iwm	60	0.1	-0.05	0.550063371356147	0.6057775311382414	0.5804111245465539	0.5560140516349462	0.5695590926941589	0.44999999999999996	0.7374301552772522	4769
iwm	60	0.08	-0.04	0.4986807387862796	0.6033667261971202	0.55	0.5605037535873271	0.5482239464531661	0.46299999999999997	0.5954106450080872	5511
iwm	60	0.12	-0.06	0.5249999999999999	0.6341208133971292	0.5138632162661737	0.563293753835985	0.5429454939969779	0.401	0.5126050710678101	3961
iwm	40	0.1	-0.05	0.5405405405405406	0.6301584747807899	0.4027777777777778	0.5315538707206564	0.49170122791349513	0.33399999999999996	0.3996598720550537	3916
