date	close	predicted_probability	baseline_selected	side_probability	side_selected	ret_20_vs_benchmark	trend_quality_20	percent_up_days_20	selection_state
2026-01-23 14:30:00	264.8099975585937	0.48557695746421814	True	0.47221753001213074	False	0.048653846832154	0.2486536489573425	0.6	baseline_only
2026-01-26 14:30:00	263.9800109863281	0.48462429642677307	True	0.4719464182853699	False	0.0411927017786653	0.2184433385580066	0.55	baseline_only
2026-01-27 14:30:00	264.7300109863281	0.48126229643821716	False	0.46562156081199646	False	0.0454354916274237	0.2622166279469447	0.6	neither
2026-01-28 14:30:00	263.29998779296875	0.483541876077652	True	0.4682879149913788	False	0.0427003919040871	0.2667993610813922	0.6	baseline_only
2026-01-29 14:30:00	263.3699951171875	0.4842034578323364	True	0.4659254848957062	False	0.0516146413534743	0.3146638447553075	0.65	baseline_only
2026-01-30 14:30:00	259.6499938964844	0.48704004287719727	True	0.46853068470954895	False	0.0400639328452818	0.2661843530955531	0.65	baseline_only
2026-02-02 14:30:00	262.17999267578125	0.48462164402008057	True	0.4643402397632599	False	0.0359463626912781	0.2626715955961507	0.65	baseline_only
2026-02-03 14:30:00	262.7799987792969	0.4867948293685913	True	0.4664953947067261	False	0.0371338002892602	0.2054426452117739	0.65	baseline_only
2026-02-04 14:30:00	260.5199890136719	0.4865688681602478	True	0.4677918553352356	False	0.0254619529411967	0.0915965503627193	0.6	baseline_only
2026-02-05 14:30:00	255.8300018310547	0.4913196563720703	True	0.4739339351654053	False	0.018713916083424	0.0066594356295388	0.6	baseline_only
2026-02-06 14:30:00	265.0199890136719	0.48768338561058044	True	0.47087225317955017	False	0.0245256231643511	0.100320110742351	0.6	baseline_only
2026-02-09 14:30:00	266.8800048828125	0.4854435324668884	True	0.4679778516292572	False	0.0257271789886671	0.0982235059150328	0.6	baseline_only
2026-02-10 14:30:00	266.1600036621094	0.48546600341796875	True	0.4689643979072571	False	0.0221933442155306	0.0687469107020818	0.55	baseline_only
2026-02-11 14:30:00	264.95001220703125	0.4912945032119751	True	0.4787029027938843	False	0.0163835849560382	0.0530165779747803	0.55	baseline_only
2026-02-12 14:30:00	259.5400085449219	0.49742186069488525	True	0.48978543281555176	False	-0.0007012906960378	-0.0511960485330586	0.5	baseline_only
2026-02-13 14:30:00	262.9599914550781	0.4902450740337372	True	0.47814324498176575	False	0.0055494633783015	-0.0348870283085673	0.5	baseline_only
2026-02-17 14:30:00	263.0400085449219	0.4877614974975586	True	0.47474008798599243	False	0.0025026666017593	-0.0371961199093272	0.5	baseline_only
2026-02-18 14:30:00	263.989990234375	0.48772910237312317	True	0.47474589943885803	False	-0.0074847064191538	0.0197167488698078	0.55	baseline_only
2026-02-19 14:30:00	264.6000061035156	0.48406967520713806	True	0.46964031457901	False	-0.0105699821437951	-0.0468109097724082	0.55	baseline_only
2026-02-20 14:30:00	264.6099853515625	0.4848744869232178	True	0.47085100412368774	False	-0.0198533611304002	-0.0765480161114534	0.55	baseline_only
2026-02-23 14:30:00	260.489990234375	0.48593294620513916	True	0.46879780292510986	False	-0.0063895422236988	-0.0659652207096961	0.55	baseline_only
2026-02-24 14:30:00	263.3299865722656	0.4814333915710449	False	0.4594876170158386	False	0.0053039807581999	-0.0096923174471767	0.6	neither
2026-02-25 14:30:00	264.5799865722656	0.47881215810775757	False	0.45709487795829773	False	0.0027977780188337	-0.0022232914800693	0.6	neither
2026-02-26 14:30:00	265.989990234375	0.47996997833251953	False	0.4557327628135681	False	0.0190169231858973	0.0399154182715248	0.65	neither
2026-02-27 14:30:00	261.4100036621094	0.4848242700099945	True	0.4655321538448334	False	0.004156768453804	-0.0279945187337304	0.6	baseline_only
2026-03-02 14:30:00	263.8099975585937	0.4848604202270508	True	0.4616439938545227	False	0.0240999178236906	0.0607367496692353	0.65	baseline_only
2026-03-03 14:30:00	259.239990234375	0.49192798137664795	True	0.4746973216533661	False	0.0104713071288474	-0.0417291797453409	0.6	baseline_only
2026-03-04 14:30:00	261.760009765625	0.4850183129310608	True	0.46590498089790344	False	0.0024996611657754	-0.014200754254263	0.6	baseline_only
2026-03-05 14:30:00	256.760009765625	0.4928584098815918	True	0.4796389937400818	False	-0.0073208540755542	-0.0510919386734712	0.6	baseline_only
2026-03-09 13:30:00	253.6199951171875	0.49548718333244324	True	0.4875182807445526	False	-0.0251331530327242	-0.1814244151117189	0.6	baseline_only
2026-03-10 13:30:00	253.3600006103516	0.49344179034233093	True	0.48547518253326416	False	-0.0264934535877673	-0.2178857738091422	0.55	baseline_only
2026-03-11 13:30:00	252.8500061035156	0.4887705147266388	True	0.4791448712348938	False	-0.0271935731057006	-0.2149999519635934	0.55	baseline_only
2026-03-25 13:30:00	251.82000732421875	0.487291157245636	True	0.4780369699001312	False	0.0041856171938564	-0.1768521913784699	0.5	baseline_only
