asset_key	extra_features	validation_f1	validation_bal_acc	test_f1	test_bal_acc	headline_score	threshold	test_positive_rate
iwm	rs_vs_benchmark_60	0.5269761606022585	0.5753483783450487	0.5924170616113744	0.5643431742899995	0.5691998468865062	0.436	0.7611731886863708
iwm	distance_to_252_high	0.5384615384615384	0.5827475644345789	0.5886363636363636	0.5470192407946552	0.5655273818287077	0.409	0.8114525079727173
iwm	ret_60, sma_gap_60	0.531059683313033	0.5753836125645226	0.5874125874125874	0.5532991666867175	0.5647050828901091	0.407	0.7807262539863586
iwm	rolling_vol_60	0.5539772727272727	0.6255967795923401	0.5546448087431695	0.5636855064443429	0.5643187079352592	0.495	0.6047486066818237
iwm	ret_60	0.5317073170731708	0.5764318305938727	0.5853658536585366	0.5497020443845593	0.5630416012528039	0.412	0.7849162220954895
iwm	sma_gap_60	0.5387647831800263	0.5973389355742297	0.5632040050062579	0.5465179695708317	0.5567238430671808	0.45199999999999996	0.6983240246772766
iwm	atr_pct_20	0.5491803278688524	0.6151410249634445	0.5485564304461943	0.5449419728431302	0.5542553321015317	0.486	0.6466480493545532
