line_id	lane_type	role	preferred	status	recent_selected_count	latest_date	latest_value	latest_selected	cutoff	last_selected_date	usage_note
close_location_20_plus_rolling_return_120_plus_slope_20_plus_neg_weight_1_15::top_12_5pct	deep_research_round3	primary	True	inactive	0	2026-03-17	0.3663	False	0.3886	nan	Third-round deep-research line with round3_score=0.8230; best rule avg_return=0.0384 across 7 trades.
close_location_20_plus_distance_to_252_high_plus_slope_20_plus_neg_weight_1_15::top_10pct	deep_research_round3	research_side_line	False	inactive	0	2026-03-17	0.4242	False	0.4467	nan	Third-round deep-research line with round3_score=0.8164; best rule avg_return=0.0583 across 6 trades.
close_location_20_plus_distance_to_252_high_plus_neg_weight_1_15::top_10pct	deep_research_round3	research_side_line	False	inactive	0	2026-03-17	0.4193	False	0.442	nan	Third-round deep-research line with round3_score=0.8122; best rule avg_return=0.0583 across 6 trades.
