model_name	rule_name	threshold_or_cutoff	selected_count	predicted_positive_rate	precision	recall	hit_rate	avg_return	max_drawdown_compound	asset_key	role
close_location_20	threshold	0.342	10	0.7025	0.4035	0.8342	0.5	0.0052	-0.1479	rsp	headline
close_location_20	fixed_0.47	0.47	1	0.0018	0.0	0.0	1.0	0.1725	0.0	rsp	headline
close_location_20	fixed_0.49	0.49	0	0.0	0.0	0.0	0.0	0.0	0.0	rsp	headline
close_location_20	top_10pct	0.3945	7	0.1004	0.4035	0.1192	0.7143	0.0453	-0.0598	rsp	headline
close_location_20	top_12_5pct	0.391	7	0.125	0.4085	0.1503	0.7143	0.0391	-0.0598	rsp	headline
close_location_20	top_15pct	0.3871	8	0.1514	0.4535	0.2021	0.5	0.0253	-0.0598	rsp	headline
close_location_20	top_17_5pct	0.3845	8	0.1761	0.44	0.228	0.5	0.0249	-0.0598	rsp	headline
close_location_20	top_20pct	0.3827	8	0.2007	0.4386	0.2591	0.5	0.0104	-0.1209	rsp	headline
