asset_key	role	model_name	round4_score	walkforward_avg_test_bal_acc	test_positive_rate	best_rule_name	best_rule_avg_return	best_rule_trade_count	recent_selected_count	latest_selected
rsp	headline	close_location_20_plus_distance_to_252_high_plus_atr_pct_20_percentile_plus_rs_vs_benchmark_60_plus_price_ratio_benchmark_z_20_plus_price_ratio_benchmark_z_60_plus_neg_weight_1_15	0.7795	0.4976	0.6056	top_12_5pct	0.0496	6	1	False
rsp	headline	close_location_20_plus_ret_60_plus_atr_pct_20_percentile_plus_rs_vs_benchmark_60_plus_price_ratio_benchmark_z_20_plus_price_ratio_benchmark_z_60_plus_neg_weight_1_6	0.7784	0.4995	0.7042	top_15pct	0.0514	6	7	False
rsp	headline	close_location_20_plus_ret_60_plus_rs_vs_benchmark_60_plus_neg_weight_1_6	0.7782	0.5115	0.6708	top_15pct	0.0388	7	6	False
