asset_key	role	model_name	best_rule_name	selected_count	hit_rate	avg_return	cutoff	recent_selected_count	latest_date	latest_score	latest_selected	last_selected_date
rsp	headline	close_location_20_plus_distance_to_252_high_plus_neg_weight_1_15	top_10pct	6	0.8333	0.0583	0.442	0	2026-03-17	0.4193	False	
rsp	headline	close_location_20_plus_ret_60_plus_neg_weight_1_3	top_10pct	7	0.8571	0.0627	0.4985	0	2026-03-17	0.4949	False	
rsp	headline	close_location_20_plus_ret_60_plus_neg_weight_1_45	top_10pct	7	0.8571	0.0627	0.4996	0	2026-03-17	0.4988	False	
rsp	headline	close_location_20_plus_rolling_return_120_plus_neg_weight_1_15	top_12_5pct	7	0.7143	0.0403	0.3862	0	2026-03-17	0.3637	False	
rsp	headline	close_location_20_plus_distance_to_252_high_plus_atr_pct_20_percentile_plus_neg_weight_1_15	top_10pct	6	0.6667	0.0453	0.4046	0	2026-03-17	0.3706	False	
rsp	headline	close_location_20_plus_ret_60_plus_atr_pct_20_percentile_plus_neg_weight_1_3	top_10pct	7	0.8571	0.062	0.4984	0	2026-03-17	0.495	False	
rsp	headline	close_location_20_plus_rolling_return_120_plus_atr_pct_20_percentile_plus_neg_weight_1_15	top_10pct	6	0.6667	0.0453	0.3785	0	2026-03-17	0.3462	False	
rsp	headline	close_location_20_plus_distance_to_252_high_plus_slope_20_plus_neg_weight_1_15	top_10pct	6	0.8333	0.0583	0.4467	0	2026-03-17	0.4242	False	
rsp	headline	close_location_20_plus_ret_60_plus_slope_20_plus_neg_weight_1_3	top_10pct	7	0.8571	0.0627	0.499	0	2026-03-17	0.496	False	
rsp	headline	close_location_20_plus_rolling_return_120_plus_slope_20_plus_neg_weight_1_15	top_12_5pct	7	0.7143	0.0384	0.3886	0	2026-03-17	0.3663	False	
