line_id	lane_type	role	preferred	status	recent_selected_count	latest_date	latest_value	latest_selected	cutoff	last_selected_date	usage_note
ret_60_plus_sma_gap_60_plus_above_200dma_flag_plus_atr_pct_20_plus_rs_vs_benchmark_60_plus_neg_weight_1_15::top_20pct	deep_research_round4	primary	True	inactive	0	2026-03-30	0.4922	False	0.493	nan	Third-round benchmark-guardrail line with round4_score=0.8550; best rule avg_return=0.0507 across 10 trades.
ret_60_plus_sma_gap_60_plus_above_200dma_flag_plus_close_location_20_plus_rs_vs_benchmark_60_plus_neg_weight_1_15::top_20pct	deep_research_round4	research_side_line	False	inactive	0	2026-03-30	0.4949	False	0.4954	nan	Third-round benchmark-guardrail line with round4_score=0.8539; best rule avg_return=0.0510 across 10 trades.
ret_60_plus_sma_gap_60_plus_above_200dma_flag_plus_sma_gap_120_plus_rs_vs_benchmark_60_plus_neg_weight_1_15::top_20pct	deep_research_round4	research_side_line	False	inactive	0	2026-03-30	0.4831	False	0.4859	nan	Third-round benchmark-guardrail line with round4_score=0.8484; best rule avg_return=0.0497 across 9 trades.
