asset_key	symbol	preferred_line	lane_type	role	status	action	recent_selected_count	latest_date	latest_value	latest_selected	cutoff	last_selected_date	days_since_last_selected	action_note
ijh	IJH	ret_60_plus_sma_gap_60_plus_above_200dma_flag_plus_atr_pct_20_plus_rs_vs_benchmark_60_plus_neg_weight_1_15::top_20pct	deep_research_round4	primary	inactive	research_only	0	2026-03-30	0.4922	False	0.493			Research-only line; no live operating action.
