asset_key	role	model_name	round4_score	walkforward_avg_test_bal_acc	test_positive_rate	best_rule_name	best_rule_avg_return	best_rule_trade_count	recent_selected_count	latest_selected
ijh	headline	ret_60_plus_sma_gap_60_plus_above_200dma_flag_plus_atr_pct_20_plus_rs_vs_benchmark_60_plus_neg_weight_1_15	0.855	0.5442	0.6384	top_20pct	0.0507	10	0	False
ijh	headline	ret_60_plus_sma_gap_60_plus_above_200dma_flag_plus_close_location_20_plus_rs_vs_benchmark_60_plus_neg_weight_1_15	0.8539	0.5445	0.7151	top_20pct	0.051	10	0	False
ijh	headline	ret_60_plus_sma_gap_60_plus_above_200dma_flag_plus_sma_gap_120_plus_rs_vs_benchmark_60_plus_neg_weight_1_15	0.8484	0.5439	0.6277	top_20pct	0.0497	9	0	False
