asset_key	role	model_name	extra_features	fold_name	validation_f1	validation_bal_acc	test_f1	test_bal_acc	test_positive_rate
ijh	headline	ret_60_plus_sma_gap_60_plus_above_200dma_flag	ret_60,sma_gap_60,above_200dma_flag	fold_1	0.622	0.502	0.4608	0.498	0.9988
ijh	headline	ret_60_plus_sma_gap_60_plus_above_200dma_flag	ret_60,sma_gap_60,above_200dma_flag	fold_2	0.4623	0.5	0.4286	0.5	1.0
ijh	headline	ret_60_plus_sma_gap_60_plus_above_200dma_flag	ret_60,sma_gap_60,above_200dma_flag	fold_3	0.4986	0.6367	0.584	0.6088	0.583
ijh	balance	ret_60_plus_all_regime_features	ret_60,year,rolling_return_120,rolling_vol_60	fold_1	0.6235	0.5053	0.3666	0.4272	0.7309
ijh	balance	ret_60_plus_all_regime_features	ret_60,year,rolling_return_120,rolling_vol_60	fold_2	0.4623	0.5	0.4286	0.5	1.0
ijh	balance	ret_60_plus_all_regime_features	ret_60,year,rolling_return_120,rolling_vol_60	fold_3	0.4849	0.6292	0.4291	0.5701	0.2788
ijh	operator	sma_gap_60	sma_gap_60	fold_1	0.6221	0.5011	0.4623	0.5	1.0
ijh	operator	sma_gap_60	sma_gap_60	fold_2	0.4623	0.5	0.4286	0.5	1.0
ijh	operator	sma_gap_60	sma_gap_60	fold_3	0.4951	0.6325	0.5253	0.55	0.5782
