model_name	rule_name	recent_selected_count	latest_date	latest_score	latest_selected	cutoff	last_selected_date
adopted_top10	top_10pct	0	2026-03-18	0.41363	False	0.589892	
fallback_top15	top_15pct	0	2026-03-18	0.391317	False	0.619859	
