model_name	fold_name	validation_f1	validation_bal_acc	test_f1	test_bal_acc	test_positive_rate
tsla_15_8_distance_to_252_high	fold_1	0.5660818713450293	0.5013440860215054	0.6505494505494505	0.4983164983164983	0.9983713626861572
tsla_15_8_distance_to_252_high	fold_2	0.6520307354555434	0.5	0.5467455621301776	0.5	1.0
tsla_15_8_distance_to_252_high	fold_3	0.5467455621301776	0.5	0.5275779376498801	0.5	1.0
tsla_15_8_ret_60_distance_to_252_high	fold_1	0.5660818713450293	0.5013440860215054	0.6505494505494505	0.4983164983164983	0.9983713626861572
tsla_15_8_ret_60_distance_to_252_high	fold_2	0.6520307354555434	0.5	0.5467455621301776	0.5	1.0
tsla_15_8_ret_60_distance_to_252_high	fold_3	0.5480519480519481	0.5285115232895912	0.5373563218390804	0.558248730964467	0.7752442955970764
tsla_15_8_ret_60_sma_gap_60_distance_to_252_high	fold_1	0.5673758865248226	0.5066204567670843	0.6520307354555434	0.5	1.0
tsla_15_8_ret_60_sma_gap_60_distance_to_252_high	fold_2	0.6555423122765197	0.5418273162752658	0.49749999999999994	0.4477072101092989	0.9267100691795349
tsla_15_8_ret_60_sma_gap_60_distance_to_252_high	fold_3	0.5467455621301776	0.5	0.5275779376498801	0.5	1.0
