line_id	lane_type	role	preferred	status	recent_selected_count	latest_date	latest_value	latest_selected	cutoff	last_selected_date	usage_note
sma_gap_120_plus_close_location_20_plus_rs_vs_benchmark_60_plus_price_ratio_benchmark_z_20_plus_price_ratio_benchmark_z_60::top_17_5pct	deep_research_round4	primary	True	watchlist_ready	2	2026-01-29	0.4939	False	0.4951	2025-04-07	Third-round benchmark-guardrail line with round4_score=0.9133; best rule avg_return=0.0341 across 3 trades.
sma_gap_120_plus_close_location_20_plus_rs_vs_benchmark_60::top_17_5pct	deep_research_round4	research_side_line	False	watchlist_ready	2	2026-01-29	0.494	False	0.4951	2025-04-07	Third-round benchmark-guardrail line with round4_score=0.9122; best rule avg_return=0.0341 across 3 trades.
sma_gap_120_plus_atr_pct_20_plus_rs_vs_benchmark_60_plus_price_ratio_benchmark_z_20_plus_price_ratio_benchmark_z_60::top_20pct	deep_research_round4	research_side_line	False	watchlist_ready	1	2026-01-29	0.4821	False	0.4861	2025-04-07	Third-round benchmark-guardrail line with round4_score=0.8586; best rule avg_return=0.0341 across 3 trades.
