asset_key	role	model_name	round2_score	walkforward_avg_test_bal_acc	best_rule_name	best_rule_avg_return	best_rule_trade_count	recent_selected_count	latest_selected
fxb	headline	sma_gap_120	0.8831	0.5791	top_17_5pct	0.0341	3	2	False
fxb	headline	sma_gap_120_plus_close_location_20	0.8812	0.5731	top_17_5pct	0.0341	3	2	False
fxb	headline	sma_gap_120_plus_atr_pct_20	0.8352	0.6763	top_20pct	0.0341	3	1	False
