asset_key	role	model_name	round3_score	walkforward_avg_test_bal_acc	test_positive_rate	best_rule_name	best_rule_avg_return	best_rule_trade_count	recent_selected_count	latest_selected
vt	headline	ret_60_plus_year_plus_rolling_return_120_plus_rolling_vol_60_plus_sma_gap_60_plus_distance_from_60d_low_plus_neg_weight_1_15	0.8924	0.6368	0.1229	threshold	0.0915	3	0	False
vt	headline	ret_60_plus_year_plus_rolling_return_120_plus_rolling_vol_60_plus_sma_gap_60_plus_slope_60_plus_neg_weight_1_15	0.8454	0.6007	0.13	top_10pct	0.0707	4	0	False
vt	headline	ret_60_plus_year_plus_rolling_return_120_plus_rolling_vol_60_plus_sma_gap_60_plus_vol_ratio_20_120_plus_neg_weight_1_15	0.8357	0.592	0.1111	top_10pct	0.088	4	0	False
