asset_key	symbol	preferred_line	lane_type	role	status	action	recent_selected_count	latest_date	latest_value	latest_selected	cutoff	last_selected_date	days_since_last_selected	action_note
vt	VT	ret_60_plus_year_plus_rolling_return_120_plus_rolling_vol_60_plus_sma_gap_60_plus_distance_from_60d_low_plus_rs_vs_benchmark_60::top_10pct	deep_research_round4	primary	inactive	research_only	0	2026-03-30	0.5285	False	0.5107			Research-only line; no live operating action.
