asset_key	role	model_name	best_rule_name	selected_count	hit_rate	avg_return	cutoff	recent_selected_count	latest_date	latest_score	latest_selected	last_selected_date
vt	headline	ret_60_plus_year_plus_rolling_return_120_plus_rolling_vol_60_plus_sma_gap_60_plus_neg_weight_1_15	fixed_0.49	4	1.0	0.0866	0.49	1	2026-03-30	0.4999	True	2026-03-30
vt	headline	ret_60_plus_year_plus_rolling_return_120_plus_rolling_vol_60_plus_sma_gap_60_plus_atr_pct_20_percentile_plus_neg_weight_1_15	fixed_0.49	6	1.0	0.071	0.49	10	2026-03-30	0.5236	True	2026-03-30
vt	headline	ret_60_plus_year_plus_rolling_return_120_plus_rolling_vol_60_plus_sma_gap_60_plus_slope_20_plus_neg_weight_1_15	fixed_0.49	4	1.0	0.0866	0.49	1	2026-03-30	0.4991	True	2026-03-30
vt	headline	ret_60_plus_year_plus_rolling_return_120_plus_rolling_vol_60_plus_sma_gap_60_plus_slope_60_plus_neg_weight_1_15	top_10pct	4	1.0	0.0707	0.4153	0	2026-03-30	0.4168	False	
vt	headline	ret_60_plus_year_plus_rolling_return_120_plus_rolling_vol_60_plus_sma_gap_60_plus_trend_quality_20_plus_neg_weight_1_15	threshold	4	1.0	0.0751	0.411	1	2026-03-30	0.429	True	2026-03-30
vt	headline	ret_60_plus_year_plus_rolling_return_120_plus_rolling_vol_60_plus_sma_gap_60_plus_percent_up_days_20_plus_neg_weight_1_15	fixed_0.49	3	1.0	0.0859	0.49	1	2026-03-30	0.5037	True	2026-03-30
vt	headline	ret_60_plus_year_plus_rolling_return_120_plus_rolling_vol_60_plus_sma_gap_60_plus_percent_up_days_60_plus_neg_weight_1_15	fixed_0.49	5	1.0	0.0669	0.49	5	2026-03-30	0.5231	True	2026-03-30
vt	headline	ret_60_plus_year_plus_rolling_return_120_plus_rolling_vol_60_plus_sma_gap_60_plus_bollinger_bandwidth_20_plus_neg_weight_1_15	fixed_0.49	4	1.0	0.0683	0.49	4	2026-03-30	0.5158	True	2026-03-30
vt	headline	ret_60_plus_year_plus_rolling_return_120_plus_rolling_vol_60_plus_sma_gap_60_plus_vol_ratio_20_120_plus_neg_weight_1_15	top_10pct	4	1.0	0.088	0.4232	0	2026-03-30	0.4237	False	
vt	headline	ret_60_plus_year_plus_rolling_return_120_plus_rolling_vol_60_plus_sma_gap_60_plus_distance_from_60d_low_plus_neg_weight_1_15	threshold	3	1.0	0.0915	0.438	0	2026-03-30	0.4338	False	
