asset_key	symbol	preferred_line	lane_type	role	status	action	recent_selected_count	latest_date	latest_value	latest_selected	cutoff	last_selected_date	days_since_last_selected	action_note
tlt	TLT	atr_pct_20_bottom5	regression_watchlist	research_primary	inactive	research_only	0	2026-03-26	0.0087573525098017	False	-0.0103959988152717			Research-only line; no live operating action.
