date	close	predicted_return	future_return_60	prediction_percentile	bucket_direction	bucket_pct	bucket_cutoff	selected
2021-04-13 13:30:00	138.47999572753906	0.01200015706166524	0.07322356804226793	0.7675070028011205	bottom	15.0	-0.0009438170064451861	False
2021-04-14 13:30:00	138.0399932861328	0.0156610442859879	0.0615039546949685	0.9182072829131652	bottom	15.0	-0.0009438170064451861	False
2021-04-15 13:30:00	140.35000610351562	0.005837873060625498	0.0426789453073273	0.43137254901960786	bottom	15.0	-0.0009438170064451861	False
2021-04-16 13:30:00	139.25999450683594	0.007182325519638572	0.04279769459257454	0.4946778711484594	bottom	15.0	-0.0009438170064451861	False
2021-04-19 13:30:00	138.86000061035156	0.00849006507552097	0.05768395845908425	0.5641456582633053	bottom	15.0	-0.0009438170064451861	False
2021-04-20 13:30:00	139.5	0.009902496080286413	0.06444448382196466	0.6481792717086835	bottom	15.0	-0.0009438170064451861	False
2021-04-21 13:30:00	139.77999877929688	0.009366333492131826	0.06030911438109765	0.6151260504201681	bottom	15.0	-0.0009438170064451861	False
2021-04-22 13:30:00	140.38999938964844	0.006650090439692918	0.07885182258242107	0.4733893557422969	bottom	15.0	-0.0009438170064451861	False
2021-04-23 13:30:00	140.05999755859375	0.007493814448765332	0.07096960313202838	0.5126050420168067	bottom	15.0	-0.0009438170064451861	False
2021-04-26 13:30:00	139.86000061035156	0.010157269865632125	0.058916097935110434	0.6621848739495798	bottom	15.0	-0.0009438170064451861	False
2021-04-27 13:30:00	138.63999938964844	0.01043871579636138	0.07833237635719748	0.6823529411764706	bottom	15.0	-0.0009438170064451861	False
2021-04-28 13:30:00	138.72999572753906	0.009330604032180702	0.07042459866897777	0.6134453781512605	bottom	15.0	-0.0009438170064451861	False
2021-04-29 13:30:00	138.32000732421875	0.004429881626308585	0.07041635134926438	0.34901960784313724	bottom	15.0	-0.0009438170064451861	False
2021-04-30 13:30:00	138.63999938964844	0.006815853834122969	0.07934218153798778	0.47843137254901963	bottom	15.0	-0.0009438170064451861	False
2021-05-03 13:30:00	138.52000427246094	0.01302006852029175	0.08034933064347438	0.8140056022408964	bottom	15.0	-0.0009438170064451861	False
2021-05-04 13:30:00	139.4600067138672	0.010651227294286858	0.06711602007560247	0.6952380952380952	bottom	15.0	-0.0009438170064451861	False
2021-05-05 13:30:00	139.69000244140625	0.011158100047872585	0.07037011711112218	0.7249299719887955	bottom	15.0	-0.0009438170064451861	False
2021-05-06 13:30:00	139.9199981689453	0.008810347130014828	0.07682961792938281	0.5859943977591037	bottom	15.0	-0.0009438170064451861	False
2021-05-07 13:30:00	139.22999572753906	0.01390356252732386	0.08274082184850862	0.8509803921568627	bottom	15.0	-0.0009438170064451861	False
2021-05-10 13:30:00	137.82000732421875	0.017073799535103018	0.09606725824087503	0.9473389355742297	bottom	15.0	-0.0009438170064451861	False
2021-05-11 13:30:00	137.0399932861328	0.013685401811402653	0.09668710339422337	0.8448179271708683	bottom	15.0	-0.0009438170064451861	False
2021-05-12 13:30:00	135.60000610351562	0.013531166956210816	0.08982295079310809	0.834733893557423	bottom	15.0	-0.0009438170064451861	False
2021-05-13 13:30:00	135.80999755859375	0.014435873445692547	0.08423534825903056	0.8722689075630252	bottom	15.0	-0.0009438170064451861	False
2021-05-14 13:30:00	137.0800018310547	0.011727798899321101	0.06922968606945368	0.7557422969187675	bottom	15.0	-0.0009438170064451861	False
2021-05-17 13:30:00	136.7899932861328	0.014596453670116381	0.07083853291181197	0.8801120448179272	bottom	15.0	-0.0009438170064451861	False
2021-05-18 13:30:00	136.44000244140625	0.011100126581467543	0.07182646493990208	0.7204481792717087	bottom	15.0	-0.0009438170064451861	False
2021-05-19 13:30:00	136.11000061035156	0.01459469129036578	0.09139668198972983	0.8795518207282913	bottom	15.0	-0.0009438170064451861	False
2021-05-20 13:30:00	137.22999572753906	0.01289394606638719	0.08511264518116124	0.8106442577030812	bottom	15.0	-0.0009438170064451861	False
2021-05-21 13:30:00	137.6699981689453	0.010920359201161203	0.08120874615579265	0.7098039215686275	bottom	15.0	-0.0009438170064451861	False
2021-05-24 13:30:00	138.17999267578125	0.013469818179230875	0.08083669141554495	0.8319327731092437	bottom	15.0	-0.0009438170064451861	False
2021-05-25 13:30:00	139.4600067138672	0.010199776996165755	0.07880388430586671	0.6644257703081232	bottom	15.0	-0.0009438170064451861	False
2021-05-26 13:30:00	139.22000122070312	0.01212169565889782	0.0813819977856014	0.7747899159663866	bottom	15.0	-0.0009438170064451861	False
2021-05-27 13:30:00	138.66000366210938	0.00999628327320401	0.08502807568693704	0.6532212885154062	bottom	15.0	-0.0009438170064451861	False
2021-05-28 13:30:00	138.44000244140625	0.013904318725433858	0.07830104122165538	0.8515406162464986	bottom	15.0	-0.0009438170064451861	False
2021-06-01 13:30:00	138.2100067138672	0.008787218932335895	0.07112355180342633	0.5843137254901961	bottom	15.0	-0.0009438170064451861	False
2021-06-02 13:30:00	138.52999877929688	0.007640243815212763	0.07160902516681356	0.5204481792717087	bottom	15.0	-0.0009438170064451861	False
2021-06-03 13:30:00	138.00999450683594	0.006185082087821953	0.08296509428861776	0.4504201680672269	bottom	15.0	-0.0009438170064451861	False
2021-06-04 13:30:00	139.89999389648438	0.010277149305661148	0.07112232052271228	0.6717086834733893	bottom	15.0	-0.0009438170064451861	False
2021-06-07 13:30:00	139.47000122070312	0.011325414695769184	0.06711121049995472	0.7338935574229691	bottom	15.0	-0.0009438170064451861	False
2021-06-08 13:30:00	140.4499969482422	0.004529820083110342	0.06009257831822179	0.35294117647058826	bottom	15.0	-0.0009438170064451861	False
2021-06-09 13:30:00	141.69000244140625	0.0008869183264630376	0.05540257399581039	0.19719887955182072	bottom	15.0	-0.0009438170064451861	False
2021-06-10 13:30:00	142.5399932861328	-0.007362703265756859	0.03956783818788856	0.057703081232493	bottom	15.0	-0.0009438170064451861	True
2021-06-11 13:30:00	142.30999755859375	-0.0012136625648418303	0.032464304661977694	0.14397759103641455	bottom	15.0	-0.0009438170064451861	True
2021-06-14 13:30:00	141.22000122070312	0.0032727357836099813	0.0475144554388689	0.2907563025210084	bottom	15.0	-0.0009438170064451861	False
2021-06-15 13:30:00	141.0500030517578	-3.0134819516206e-06	0.06146755038185914	0.173109243697479	bottom	15.0	-0.0009438170064451861	False
2021-06-16 13:30:00	140.92999267578125	0.002197410128291971	0.05300504937858297	0.24257703081232493	bottom	15.0	-0.0009438170064451861	False
2021-06-17 13:30:00	143.0399932861328	0.010194485729723812	0.04376405242904813	0.6638655462184874	bottom	15.0	-0.0009438170064451861	False
2021-06-18 13:30:00	145.72999572753906	-0.006857188646163748	0.036917621907236686	0.06330532212885154	bottom	15.0	-0.0009438170064451861	True
2021-06-21 13:30:00	143.2899932861328	0.001994699562993474	0.05087590820361476	0.23753501400560223	bottom	15.0	-0.0009438170064451861	False
2021-06-22 13:30:00	143.63999938964844	-0.0005570051148664212	0.043511556854339606	0.16358543417366947	bottom	15.0	-0.0009438170064451861	False
2021-06-23 13:30:00	143.27000427246094	0.00362349173413605	0.04118094311817133	0.3058823529411765	bottom	15.0	-0.0009438170064451861	False
2021-06-24 13:30:00	143.5	0.005373766062251525	0.05240421095791592	0.40672268907563025	bottom	15.0	-0.0009438170064451861	False
2021-06-25 13:30:00	142.00999450683594	0.003605701104616943	0.0625308444919701	0.30532212885154064	bottom	15.0	-0.0009438170064451861	False
2021-06-28 13:30:00	143.47000122070312	0.004420763046990517	0.057991161878021114	0.34789915966386553	bottom	15.0	-0.0009438170064451861	False
2021-06-29 13:30:00	143.7100067138672	0.0024255565556483213	0.03235678574382583	0.2515406162464986	bottom	15.0	-0.0009438170064451861	False
2021-06-30 13:30:00	144.35000610351562	0.006871188038878567	0.017734655007620503	0.4801120448179272	bottom	15.0	-0.0009438170064451861	False
2021-07-01 13:30:00	144.1699981689453	0.006182482703309282	0.015259741806087357	0.44985994397759105	bottom	15.0	-0.0009438170064451861	False
2021-07-02 13:30:00	145.0399932861328	0.005481311797805977	-0.006549896526594878	0.41400560224089633	bottom	15.0	-0.0009438170064451861	False
2021-07-06 13:30:00	146.74000549316406	-0.0012991933712834247	-0.016355520413179003	0.142296918767507	bottom	15.0	-0.0009438170064451861	True
2021-07-07 13:30:00	148.0399932861328	-0.0041043578862414165	-0.02512825000420016	0.0896358543417367	bottom	15.0	-0.0009438170064451861	True
2021-07-08 13:30:00	148.6199951171875	-0.003915746897445518	-0.022002349085622486	0.09411764705882353	bottom	15.0	-0.0009438170064451861	True
2021-07-09 13:30:00	146.52999877929688	0.0028529487947304144	-0.010578059541871854	0.26778711484593837	bottom	15.0	-0.0009438170064451861	False
2021-07-12 13:30:00	146.33999633789062	0.0019306954214081684	-0.018860151536858494	0.23417366946778712	bottom	15.0	-0.0009438170064451861	False
2021-07-13 13:30:00	145.22000122070312	0.004755800357486045	-0.0057154787500192095	0.3619047619047619	bottom	15.0	-0.0009438170064451861	False
2021-07-14 13:30:00	146.8699951171875	0.0026154466920180197	-0.027166816688401152	0.25882352941176473	bottom	15.0	-0.0009438170064451861	False
2021-07-15 13:30:00	148.49000549316406	0.005419414905872499	-0.04451478460384228	0.4095238095238095	bottom	15.0	-0.0009438170064451861	False
2021-07-16 13:30:00	148.2100067138672	0.0053695435281940485	-0.045138669039546775	0.4061624649859944	bottom	15.0	-0.0009438170064451861	False
2021-07-19 13:30:00	151.4600067138672	-0.006459041013608946	-0.049650098634073436	0.06498599439775911	bottom	15.0	-0.0009438170064451861	True
2021-07-20 13:30:00	150.0	-0.0016438175508674546	-0.031066691080729125	0.13445378151260504	bottom	15.0	-0.0009438170064451861	True
2021-07-21 13:30:00	148.10000610351562	0.0052033476651679456	-0.014989879332965361	0.3938375350140056	bottom	15.0	-0.0009438170064451861	False
2021-07-22 13:30:00	149.5	0.0050151973969681796	-0.0298996737170778	0.3787114845938375	bottom	15.0	-0.0009438170064451861	False
2021-07-23 13:30:00	148.5	0.00428175716585949	-0.018787833576651924	0.3411764705882353	bottom	15.0	-0.0009438170064451861	False
2021-07-26 13:30:00	148.05999755859375	0.0022848508675723245	-0.02944752588305377	0.24481792717086834	bottom	15.0	-0.0009438170064451861	False
2021-07-27 13:30:00	149.63999938964844	0.004178199421691731	-0.04617751731017039	0.334453781512605	bottom	15.0	-0.0009438170064451861	False
2021-07-28 13:30:00	149.64999389648438	0.00468030449608303	-0.04737719095929205	0.36022408963585434	bottom	15.0	-0.0009438170064451861	False
2021-07-29 13:30:00	148.82000732421875	0.007422228323036517	-0.03151459622756658	0.5064425770308123	bottom	15.0	-0.0009438170064451861	False
2021-07-30 13:30:00	149.52000427246094	0.00608734961771519	-0.0375200672154129	0.44425770308123247	bottom	15.0	-0.0009438170064451861	False
2021-08-02 13:30:00	150.6699981689453	0.008867060782000197	-0.03696815645530238	0.592156862745098	bottom	15.0	-0.0009438170064451861	False
2021-08-03 13:30:00	150.75	0.009112985154964415	-0.01996679606524665	0.6039215686274509	bottom	15.0	-0.0009438170064451861	False
2021-08-04 13:30:00	151.05999755859375	0.009463564448361071	-0.02528791292974819	0.6224089635854342	bottom	15.0	-0.0009438170064451861	False
2021-08-05 13:30:00	150.2899932861328	0.008865438878388726	-0.017299826740803104	0.5915966386554622	bottom	15.0	-0.0009438170064451861	False
2021-08-06 13:30:00	147.77999877929688	0.014308432982297226	-0.009067508113136835	0.8677871148459384	bottom	15.0	-0.0009438170064451861	False
2021-08-09 13:30:00	147.25	0.01242097743073603	-0.0010866123063455468	0.7893557422969187	bottom	15.0	-0.0009438170064451861	False
2021-08-10 13:30:00	146.57000732421875	0.007652173860819567	-0.006822678242677349	0.5210084033613446	bottom	15.0	-0.0009438170064451861	False
2021-08-11 13:30:00	146.47999572753906	0.012211888663874015	0.004232730707678378	0.7792717086834734	bottom	15.0	-0.0009438170064451861	False
