model_name	fold_name	validation_f1	validation_bal_acc	test_f1	test_bal_acc	test_positive_rate
nvda_15_8_atr_pct_20	fold_1	0.5295815295815295	0.5054594861660079	0.7213930348258707	0.5	1.0
nvda_15_8_atr_pct_20	fold_2	0.7218419415059116	0.5011160714285714	0.7155499367888749	0.5013238916256157	0.9747081995010376
nvda_15_8_atr_pct_20	fold_3	0.7213930348258707	0.5	0.6247491638795987	0.5	1.0
nvda_15_8_rolling_vol_60	fold_1	0.5291997116077866	0.5047019104084322	0.7213930348258707	0.5	1.0
nvda_15_8_rolling_vol_60	fold_2	0.7230576441102757	0.5074584359605911	0.7084398976982097	0.49767549261083743	0.957198441028595
nvda_15_8_rolling_vol_60	fold_3	0.7213930348258707	0.5	0.6247491638795987	0.5	1.0
nvda_15_8_ret_60_sma_gap_60_atr_pct_20	fold_1	0.5295815295815295	0.5054594861660079	0.7213930348258707	0.5	1.0
nvda_15_8_ret_60_sma_gap_60_atr_pct_20	fold_2	0.7225	0.5049722906403941	0.7135549872122762	0.5055880541871921	0.957198441028595
nvda_15_8_ret_60_sma_gap_60_atr_pct_20	fold_3	0.7213930348258707	0.5	0.6247491638795987	0.5	1.0
