model_name	rule_name	recent_rows	recent_selected_count	latest_date	latest_probability_or_score	latest_selected	cutoff_or_threshold	last_selected_date
binary_top12_5	top_12_5pct	60	6	2026-03-17	0.492579	False	0.512625	2026-02-25
