asset_key	extra_features	validation_corr	test_corr	validation_bottom10_avg_return	test_bottom10_avg_return	validation_top10_avg_return	test_top10_avg_return	preferred_direction	test_avg_return
nvda	atr_pct_20	0.14054374130589456	0.00813189550053217	0.10632407865374774	0.204230330153194	0.18779495016036862	0.2194936458203696	top	0.16290950164023338
nvda	ret_60, sma_gap_60, atr_pct_20	0.1341185200425043	0.03680387439581195	0.06303822491551657	0.1934472234638819	0.18372333262855098	0.2720880256441557	top	0.16525913959329322
nvda	baseline	0.11559030741572926	0.040007992175504416	0.11521447358038173	0.15631516323800174	0.17169598087339383	0.1744880431620913	top	0.16290950164023338
