asset_key	symbol	preferred_line	lane_type	role	status	action	recent_selected_count	latest_date	latest_value	latest_selected	cutoff	last_selected_date	days_since_last_selected	action_note
nvda	NVDA	ret_60_sma_gap_60_atr_pct_20	binary_watchlist	primary	watchlist_ready	selected_now	50	2026-04-15	0.5157	True	0.466	2026-04-15	0	Preferred line is currently selected.
