fold	train_start	train_end	validation_start	validation_end	test_start	test_end	train_rows	validation_rows	test_rows	validation_corr	test_corr	validation_bucket_avg_return	validation_bucket_hit_rate	test_bucket_avg_return	test_bucket_hit_rate	validation_avg_return	test_avg_return	direction	bucket_pct
fold_1	1999-12-21	2008-09-19	2008-09-22	2013-02-04	2013-02-05	2017-06-16	2200	1100	1100	-0.004120796249904936	-0.028746688864836976	-0.005397872053668156	0.4727272727272727	0.03795421987303075	0.6636363636363637	0.030189468640816317	-0.006236319022984532	bottom	10.0
fold_2	1999-12-21	2013-02-04	2013-02-05	2017-06-16	2017-06-19	2021-10-28	3300	1100	1100	-0.1723916761839517	-0.07930825582871752	0.020243775043272124	0.6181818181818182	0.08371885077688355	0.7272727272727273	-0.006236319022984532	0.010061602907898842	bottom	10.0
fold_3	1999-12-21	2017-06-16	2017-06-19	2021-10-28	2021-10-29	2026-03-19	4400	1100	1100	0.05517693680941609	-0.07522338394002373	0.07563749733539436	0.6818181818181818	0.05365321868899268	0.5727272727272728	0.010061602907898842	0.04877132914565348	bottom	10.0
