asset_key	horizon_days	upper_barrier	lower_barrier	validation_f1	validation_bal_acc	test_f1	test_bal_acc	headline_score	threshold	test_positive_rate	rows
xle	60	0.08	-0.04	0.4013840830449827	0.5049645390070922	0.5677321156773212	0.5	0.5078661167806343	0.496	1.0	6268
xle	60	0.12	-0.06	0.43133265513733476	0.5035523978685613	0.5214081826831589	0.5	0.49518504388758666	0.494	1.0	5170
xle	60	0.1	-0.05	0.40298507462686567	0.5046439628482973	0.5318606627017842	0.5	0.49380567629091654	0.315	1.0	5752
xle	40	0.1	-0.05	0.4072494669509595	0.5062166962699822	0.5190989226248776	0.5	0.48971113206714123	0.394	1.0	5031
