date	close	live_signal	live_raw_model_signal	live_buy_point_ok	buy_point_warnings	live_probability	live_cutoff	live_confidence_gap	live_rule_selected	live_rule_cutoff	rule_name	live_percentile_rank	model_rationale	rule_rationale	ret_20	ret_60	drawdown_20_x	sma_gap_20	volume_vs_20	rsi_14	sma_gap_60	shadow_signal	shadow_raw_model_signal	shadow_buy_point_ok	shadow_probability	shadow_cutoff	shadow_confidence_gap	shadow_rule_selected	shadow_rule_cutoff	shadow_percentile_rank	line_id	label_mode	execution_rule	above_200dma_flag	slope_60	drawdown_20_y	above_200dma	slope_60_positive	bullish_pocket	bullish_pocket_confirmed	bullish_pocket_label	drawdown_20	live_selected	shadow_selected	live_model_ready	shadow_model_ready	live_blocked	shadow_blocked	live_state	shadow_state	comparison_state	comparison_note	confidence_gap_delta	divergence_case	comparison_owner	shadow_criteria_pass_count	shadow_criteria_pass_rate	shadow_overnight_gap	shadow_volume_vs_20	shadow_range_z_20	shadow_intraday_return	shadow_breakout_20	shadow_overnight_gap_pass	shadow_volume_vs_20_pass	shadow_range_z_20_pass	shadow_intraday_return_pass	shadow_breakout_20_pass
2022-05-16	70.47	weak_bullish	weak_bullish	True		0.4724	0.455	0.0174	False	0.5077	top_12.5pct_reference	0.5516	價格落在 60 日均線下方 | 近 60 日報酬偏弱，較像跌深後反彈型態	模型分數已高於 threshold，但還沒進入歷史前 12.5% 強訊號區	-0.0096	-0.2482	-0.0428	0.0072	-0.26	56.33		no_entry	no_entry	False	0.0	1.0	-1.0	False	1.0	0.0	mu_gap_volume_ignition_v82	exact-event-rule	overnight_gap>=0.5%, volume_vs_20>=0.50, range_z_20>=0.50, intraday_return>=0, breakout_20==1	0.0	-0.00475385399853477	-0.042787305193698215	False	False	False	False	outside_bullish_pocket	-0.0428	True	False	True	False	False	False	selected	idle	selected_idle	Live selects the trade while shadow stays idle.	-1.0174	live_selected_shadow_idle	live	0	0.0	-0.0057	-0.26	-1.5054	-0.0145	0.0	False	False	False	False	False
2022-05-17	74.48	weak_bullish	bullish	False	近 20 日回檔仍偏淺，較像追價不是撿回檔 | 14 日 RSI 仍偏高，短線有點過熱 | 價格明顯高於 20 日均線，乖離偏大	0.495	0.455	0.04	False	0.5077	top_12.5pct_reference	0.7919	近 20 日幾乎沒什麼回檔，位置偏高 | 近 60 日報酬偏弱，較像跌深後反彈型態	模型分數已高於 threshold，但還沒進入歷史前 12.5% 強訊號區	0.0241	-0.1797	0.0	0.0632	-0.0306	63.27		no_entry	no_entry	False	0.6	1.0	-0.4	False	1.0	0.6	mu_gap_volume_ignition_v82	exact-event-rule	overnight_gap>=0.5%, volume_vs_20>=0.50, range_z_20>=0.50, intraday_return>=0, breakout_20==1	0.0	-0.0033021440196082147	0.0	False	False	False	False	outside_bullish_pocket	0.0	True	False	True	False	False	False	selected	idle	selected_idle	Live selects the trade while shadow stays idle.	-0.44	live_selected_shadow_idle	live	3	0.6	0.0253	-0.0306	-0.6536	0.0309	1.0	True	False	False	True	True
2022-05-18	71.05	bullish	bullish	True		0.4969	0.455	0.0419	False	0.5077	top_12.5pct_reference	0.8022	價格落在 60 日均線下方 | 近 60 日報酬偏弱，較像跌深後反彈型態	模型分數已高於 threshold，但還沒進入歷史前 12.5% 強訊號區	-0.0294	-0.2155	-0.0461	0.0158	0.1271	51.46		no_entry	no_entry	False	0.2	1.0	-0.8	False	1.0	0.2	mu_gap_volume_ignition_v82	exact-event-rule	overnight_gap>=0.5%, volume_vs_20>=0.50, range_z_20>=0.50, intraday_return>=0, breakout_20==1	0.0	-0.0040456521920331666	-0.046052633600700166	False	False	False	False	outside_bullish_pocket	-0.0461	True	False	True	False	False	False	selected	idle	selected_idle	Live selects the trade while shadow stays idle.	-0.8419	live_selected_shadow_idle	live	1	0.2	-0.0175	0.1271	1.1746	-0.0291	0.0	False	False	True	False	False
2022-05-19	69.4	weak_bullish	weak_bullish	True		0.4894	0.455	0.0344	False	0.5077	top_12.5pct_reference	0.7552	價格落在 60 日均線下方 | 近 60 日報酬偏弱，較像跌深後反彈型態	模型分數已高於 threshold，但還沒進入歷史前 12.5% 強訊號區	-0.0214	-0.2051	-0.0682	-0.0067	-0.0408	52.05		no_entry	no_entry	False	0.0	1.0	-1.0	False	1.0	0.0	mu_gap_volume_ignition_v82	exact-event-rule	overnight_gap>=0.5%, volume_vs_20>=0.50, range_z_20>=0.50, intraday_return>=0, breakout_20==1	0.0	-0.0038263014393454292	-0.0682062513707147	False	False	False	False	outside_bullish_pocket	-0.0682	True	False	True	False	False	False	selected	idle	selected_idle	Live selects the trade while shadow stays idle.	-1.0344	live_selected_shadow_idle	live	0	0.0	-0.0041	-0.0408	-0.3419	-0.0192	0.0	False	False	False	False	False
2022-05-20	68.9	weak_bullish	weak_bullish	True		0.4819	0.455	0.0269	False	0.5077	top_12.5pct_reference	0.6795	價格落在 60 日均線下方 | 近 60 日報酬偏弱，較像跌深後反彈型態	模型分數已高於 threshold，但還沒進入歷史前 12.5% 強訊號區	-0.0073	-0.2244	-0.0749	-0.0135	0.1048	46.92		no_entry	no_entry	False	0.4	1.0	-0.6	False	1.0	0.4	mu_gap_volume_ignition_v82	exact-event-rule	overnight_gap>=0.5%, volume_vs_20>=0.50, range_z_20>=0.50, intraday_return>=0, breakout_20==1	0.0	-0.004234470853812248	-0.0749194626685691	False	False	False	False	outside_bullish_pocket	-0.0749	True	False	True	False	False	False	selected	idle	selected_idle	Live selects the trade while shadow stays idle.	-0.6269	live_selected_shadow_idle	live	2	0.4	0.0173	0.1048	1.7164	-0.0241	0.0	True	False	True	False	False
2022-05-23	69.59	weak_bullish	weak_bullish	True		0.4764	0.455	0.0214	False	0.5077	top_12.5pct_reference	0.6067	價格落在 60 日均線下方 | 近 60 日報酬偏弱，較像跌深後反彈型態	模型分數已高於 threshold，但還沒進入歷史前 12.5% 強訊號區	-0.0076	-0.2276	-0.0657	-0.0033	-0.3135	46.98		no_entry	no_entry	False	0.2	1.0	-0.8	False	1.0	0.2	mu_gap_volume_ignition_v82	exact-event-rule	overnight_gap>=0.5%, volume_vs_20>=0.50, range_z_20>=0.50, intraday_return>=0, breakout_20==1	0.0	-0.004304988690770273	-0.06565530073365311	False	False	False	False	outside_bullish_pocket	-0.0657	True	False	True	False	False	False	selected	idle	selected_idle	Live selects the trade while shadow stays idle.	-0.8214	live_selected_shadow_idle	live	1	0.2	-0.0019	-0.3135	-1.5084	0.0119	0.0	False	False	False	True	False
2022-05-24	66.62	weak_bullish	weak_bullish	True		0.4581	0.455	0.0031	False	0.5077	top_12.5pct_reference	0.3286	近 20 日已有一段像樣回檔 | 價格明顯低於 60 日均線，屬於跌深區 | 近 60 日報酬偏弱，較像跌深後反彈型態	模型分數已高於 threshold，但還沒進入歷史前 12.5% 強訊號區	-0.0069	-0.2503	-0.1055	-0.0455	0.0421	37.62		no_entry	no_entry	False	0.0	1.0	-1.0	False	1.0	0.0	mu_gap_volume_ignition_v82	exact-event-rule	overnight_gap>=0.5%, volume_vs_20>=0.50, range_z_20>=0.50, intraday_return>=0, breakout_20==1	0.0	-0.004800953839722114	-0.10553168979710913	False	False	False	False	outside_bullish_pocket	-0.1055	True	False	True	False	False	False	selected	idle	selected_idle	Live selects the trade while shadow stays idle.	-1.0031	live_selected_shadow_idle	live	0	0.0	-0.0177	0.0421	-0.639	-0.0255	0.0	False	False	False	False	False
2022-05-25	67.87	weak_bullish	weak_bullish	True		0.4784	0.455	0.0234	False	0.5077	top_12.5pct_reference	0.629	價格明顯低於 60 日均線，屬於跌深區 | 近 60 日報酬偏弱，較像跌深後反彈型態	模型分數已高於 threshold，但還沒進入歷史前 12.5% 強訊號區	0.0211	-0.2132	-0.0887	-0.0286	-0.0958	43.71		no_entry	no_entry	False	0.2	1.0	-0.8	False	1.0	0.2	mu_gap_volume_ignition_v82	exact-event-rule	overnight_gap>=0.5%, volume_vs_20>=0.50, range_z_20>=0.50, intraday_return>=0, breakout_20==1	0.0	-0.0039961977466795124	-0.08874866155247313	False	False	False	False	outside_bullish_pocket	-0.0887	True	False	True	False	False	False	selected	idle	selected_idle	Live selects the trade while shadow stays idle.	-0.8234	live_selected_shadow_idle	live	1	0.2	-0.0104	-0.0958	-0.0867	0.0294	0.0	False	False	False	True	False
2022-05-26	70.6	weak_bullish	weak_bullish	True		0.4939	0.455	0.0389	False	0.5077	top_12.5pct_reference	0.785	近 60 日報酬偏弱，較像跌深後反彈型態	模型分數已高於 threshold，但還沒進入歷史前 12.5% 強訊號區	0.006	-0.2433	-0.0521	0.0102	-0.1559	50.43		no_entry	no_entry	False	0.4	1.0	-0.6	False	1.0	0.4	mu_gap_volume_ignition_v82	exact-event-rule	overnight_gap>=0.5%, volume_vs_20>=0.50, range_z_20>=0.50, intraday_return>=0, breakout_20==1	0.0	-0.004646500294603392	-0.0520945852300542	False	False	False	False	outside_bullish_pocket	-0.0521	True	False	True	False	False	False	selected	idle	selected_idle	Live selects the trade while shadow stays idle.	-0.6389	live_selected_shadow_idle	live	2	0.4	-0.0218	-0.1559	1.534	0.0634	0.0	False	False	True	True	False
2022-05-27	73.32	no_entry	weak_bullish	False	近 20 日回檔仍偏淺，較像追價不是撿回檔	0.4834	0.455	0.0284	False	0.5077	top_12.5pct_reference	0.6978	近 20 日幾乎沒什麼回檔，位置偏高 | 近 60 日報酬偏弱，較像跌深後反彈型態	模型分數已高於 threshold，但還沒進入歷史前 12.5% 強訊號區	0.0752	-0.1778	-0.0156	0.0453	-0.2512	59.2		no_entry	no_entry	False	0.4	1.0	-0.6	False	1.0	0.4	mu_gap_volume_ignition_v82	exact-event-rule	overnight_gap>=0.5%, volume_vs_20>=0.50, range_z_20>=0.50, intraday_return>=0, breakout_20==1	0.0	-0.003263723063534855	-0.015574699380050261	False	False	False	False	outside_bullish_pocket	-0.0156	False	False	True	False	True	False	blocked	idle	blocked_idle	Live clears the model only while shadow stays idle.	-0.6284	live_model_ready_shadow_not_ready	shared	2	0.4	0.0164	-0.2512	-1.3416	0.0217	0.0	True	False	False	True	False
2022-05-31	73.84	no_entry	weak_bullish	False	近 20 日回檔仍偏淺，較像追價不是撿回檔 | 價格明顯高於 20 日均線，乖離偏大	0.4889	0.455	0.0339	False	0.5077	top_12.5pct_reference	0.7523	近 20 日幾乎沒什麼回檔，位置偏高 | 近 60 日報酬偏弱，較像跌深後反彈型態	模型分數已高於 threshold，但還沒進入歷史前 12.5% 強訊號區	0.0459	-0.0985	-0.0086	0.0503	-0.1156	58.55		no_entry	no_entry	False	0.2	1.0	-0.8	False	1.0	0.2	mu_gap_volume_ignition_v82	exact-event-rule	overnight_gap>=0.5%, volume_vs_20>=0.50, range_z_20>=0.50, intraday_return>=0, breakout_20==1	0.0	-0.001728676460617547	-0.008593004701890743	False	False	False	False	outside_bullish_pocket	-0.0086	False	False	True	False	True	False	blocked	idle	blocked_idle	Live clears the model only while shadow stays idle.	-0.8339	live_model_ready_shadow_not_ready	shared	1	0.2	0.002	-0.1156	-0.6129	0.005	0.0	False	False	False	True	False
2022-06-01	73.55	no_entry	weak_bullish	False	近 20 日回檔仍偏淺，較像追價不是撿回檔 | 14 日 RSI 仍偏高，短線有點過熱	0.4798	0.455	0.0248	False	0.5077	top_12.5pct_reference	0.6485	近 20 日幾乎沒什麼回檔，位置偏高	模型分數已高於 threshold，但還沒進入歷史前 12.5% 強訊號區	0.0321	-0.0284	-0.0125	0.0445	-0.222	62.13		no_entry	no_entry	False	0.2	1.0	-0.8	False	1.0	0.2	mu_gap_volume_ignition_v82	exact-event-rule	overnight_gap>=0.5%, volume_vs_20>=0.50, range_z_20>=0.50, intraday_return>=0, breakout_20==1	0.0	-0.0004802105264971009	-0.012486577111428183	False	False	False	False	outside_bullish_pocket	-0.0125	False	False	True	False	True	False	blocked	idle	blocked_idle	Live clears the model only while shadow stays idle.	-0.8248	live_model_ready_shadow_not_ready	shared	1	0.2	0.0089	-0.222	-0.3995	-0.0128	0.0	True	False	False	False	False
2022-06-02	75.37	no_entry	weak_bullish	False	近 20 日回檔仍偏淺，較像追價不是撿回檔 | 14 日 RSI 仍偏高，短線有點過熱 | 價格明顯高於 20 日均線，乖離偏大	0.475	0.455	0.02	False	0.5077	top_12.5pct_reference	0.5837	近 20 日幾乎沒什麼回檔，位置偏高	模型分數已高於 threshold，但還沒進入歷史前 12.5% 強訊號區	0.0238	-0.0232	0.0	0.069	-0.3381	63.56		no_entry	no_entry	False	0.4	1.0	-0.6	False	1.0	0.4	mu_gap_volume_ignition_v82	exact-event-rule	overnight_gap>=0.5%, volume_vs_20>=0.50, range_z_20>=0.50, intraday_return>=0, breakout_20==1	0.0	-0.0003911980200345629	0.0	False	False	False	False	outside_bullish_pocket	0.0	False	False	True	False	True	False	blocked	idle	blocked_idle	Live clears the model only while shadow stays idle.	-0.62	live_model_ready_shadow_not_ready	shared	2	0.4	-0.0057	-0.3381	-0.9054	0.0306	1.0	False	False	False	True	True
2022-06-03	69.94	weak_bullish	weak_bullish	True		0.4717	0.455	0.0167	False	0.5077	top_12.5pct_reference	0.547	量能略高於 20 日均量 | 近 60 日報酬偏弱，較像跌深後反彈型態	模型分數已高於 threshold，但還沒進入歷史前 12.5% 強訊號區	-0.0189	-0.1196	-0.072	-0.0071	0.6961	46.64		no_entry	no_entry	False	0.2	1.0	-0.8	False	1.0	0.2	mu_gap_volume_ignition_v82	exact-event-rule	overnight_gap>=0.5%, volume_vs_20>=0.50, range_z_20>=0.50, intraday_return>=0, breakout_20==1	0.0	-0.0021227380654540292	-0.07204458149528231	False	False	False	False	outside_bullish_pocket	-0.072	True	False	True	False	False	False	selected	idle	selected_idle	Live selects the trade while shadow stays idle.	-0.8167	live_selected_shadow_idle	live	1	0.2	-0.0488	0.6961	-0.4694	-0.0244	0.0	False	True	False	False	False
2022-06-06	70.45	weak_bullish	weak_bullish	True		0.4847	0.455	0.0297	False	0.5077	top_12.5pct_reference	0.7116	近 60 日報酬偏弱，較像跌深後反彈型態	模型分數已高於 threshold，但還沒進入歷史前 12.5% 強訊號區	0.0014	-0.0696	-0.0653	0.0001	-0.2573	49.96		no_entry	no_entry	False	0.2	1.0	-0.8	False	1.0	0.2	mu_gap_volume_ignition_v82	exact-event-rule	overnight_gap>=0.5%, volume_vs_20>=0.50, range_z_20>=0.50, intraday_return>=0, breakout_20==1	0.0	-0.0012023191239296368	-0.06527803660671834	False	False	False	False	outside_bullish_pocket	-0.0653	True	False	True	False	False	False	selected	idle	selected_idle	Live selects the trade while shadow stays idle.	-0.8297	live_selected_shadow_idle	live	1	0.2	0.0114	-0.2573	-0.8773	-0.0041	0.0	True	False	False	False	False
2022-06-07	70.76	weak_bullish	weak_bullish	True		0.4774	0.455	0.0224	False	0.5077	top_12.5pct_reference	0.6193	目前特徵偏中性，沒有特別明確的超賣或強勢優勢	模型分數已高於 threshold，但還沒進入歷史前 12.5% 強訊號區	0.0417	-0.0283	-0.0612	0.0025	-0.1765	42.51		no_entry	no_entry	False	0.2	1.0	-0.8	False	1.0	0.2	mu_gap_volume_ignition_v82	exact-event-rule	overnight_gap>=0.5%, volume_vs_20>=0.50, range_z_20>=0.50, intraday_return>=0, breakout_20==1	0.0	-0.00047827898458459767	-0.061164925598475216	False	False	False	False	outside_bullish_pocket	-0.0612	True	False	True	False	False	False	selected	idle	selected_idle	Live selects the trade while shadow stays idle.	-0.8224	live_selected_shadow_idle	live	1	0.2	-0.0255	-0.1765	-0.219	0.0307	0.0	False	False	False	True	False
2022-06-08	68.6	weak_bullish	weak_bullish	True		0.4766	0.455	0.0216	False	0.5077	top_12.5pct_reference	0.6101	價格落在 60 日均線下方	模型分數已高於 threshold，但還沒進入歷史前 12.5% 強訊號區	-0.0045	-0.0115	-0.0898	-0.0279	-0.056	44.8		no_entry	no_entry	False	0.0	1.0	-1.0	False	1.0	0.0	mu_gap_volume_ignition_v82	exact-event-rule	overnight_gap>=0.5%, volume_vs_20>=0.50, range_z_20>=0.50, intraday_return>=0, breakout_20==1	0.0	-0.00019323961684632648	-0.08982359062960167	False	False	False	False	outside_bullish_pocket	-0.0898	True	False	True	False	False	False	selected	idle	selected_idle	Live selects the trade while shadow stays idle.	-1.0216	live_selected_shadow_idle	live	0	0.0	-0.013	-0.056	-0.2288	-0.0178	0.0	False	False	False	False	False
2022-06-09	66.02	weak_bullish	weak_bullish	True		0.4703	0.455	0.0153	False	0.5077	top_12.5pct_reference	0.5206	近 20 日已有一段像樣回檔 | 價格明顯低於 60 日均線，屬於跌深區 | 近 60 日報酬偏弱，較像跌深後反彈型態	模型分數已高於 threshold，但還沒進入歷史前 12.5% 強訊號區	-0.014	-0.097	-0.1241	-0.0639	-0.1249	43.1		no_entry	no_entry	False	0.0	1.0	-1.0	False	1.0	0.0	mu_gap_volume_ignition_v82	exact-event-rule	overnight_gap>=0.5%, volume_vs_20>=0.50, range_z_20>=0.50, intraday_return>=0, breakout_20==1	0.0	-0.0017001248179300266	-0.12405474011926636	False	False	False	False	outside_bullish_pocket	-0.1241	True	False	True	False	False	False	selected	idle	selected_idle	Live selects the trade while shadow stays idle.	-1.0153	live_selected_shadow_idle	live	0	0.0	-0.0096	-0.1249	0.0038	-0.0283	0.0	False	False	False	False	False
2022-06-10	62.62	weak_bullish	weak_bullish	True		0.4604	0.455	0.0054	False	0.5077	top_12.5pct_reference	0.3664	近 20 日跌幅很深，屬於急跌後區間 | 量能略高於 20 日均量 | 價格明顯低於 60 日均線，屬於跌深區 | 近 60 日報酬偏弱，較像跌深後反彈型態	模型分數已高於 threshold，但還沒進入歷史前 12.5% 強訊號區	-0.0752	-0.214	-0.1692	-0.1088	0.5476	38.53		no_entry	no_entry	False	0.4	1.0	-0.6	False	1.0	0.4	mu_gap_volume_ignition_v82	exact-event-rule	overnight_gap>=0.5%, volume_vs_20>=0.50, range_z_20>=0.50, intraday_return>=0, breakout_20==1	0.0	-0.004013473026135343	-0.16916549489280028	False	False	False	False	outside_bullish_pocket	-0.1692	True	False	True	False	False	False	selected	idle	selected_idle	Live selects the trade while shadow stays idle.	-0.6054	live_selected_shadow_idle	live	2	0.4	-0.0179	0.5476	0.8366	-0.0342	0.0	False	True	True	False	False
2022-06-13	58.84	no_entry	no_entry	True		0.4441	0.455	-0.0109	False	0.5077	top_12.5pct_reference	0.1577	近 20 日跌幅很深，屬於急跌後區間 | 量能略高於 20 日均量 | 價格明顯低於 60 日均線，屬於跌深區 | 近 60 日報酬偏弱，較像跌深後反彈型態	模型分數低於 threshold，規則上偏向先不進場	-0.1819	-0.2692	-0.2193	-0.1548	0.4054	32.36		no_entry	no_entry	False	0.0	1.0	-1.0	False	1.0	0.0	mu_gap_volume_ignition_v82	exact-event-rule	overnight_gap>=0.5%, volume_vs_20>=0.50, range_z_20>=0.50, intraday_return>=0, breakout_20==1	0.0	-0.005228061012573404	-0.21931805747139585	False	False	False	False	outside_bullish_pocket	-0.2193	False	False	False	False	False	False	idle	idle	idle_idle	Both live and shadow stay idle.	-0.9891		shared	0	0.0	-0.0415	0.4054	0.0448	-0.0197	0.0	False	False	False	False	False
2022-06-14	58.7	no_entry	no_entry	True		0.4411	0.455	-0.0139	False	0.5077	top_12.5pct_reference	0.1302	近 20 日跌幅很深，屬於急跌後區間 | 價格明顯低於 60 日均線，屬於跌深區 | 近 60 日報酬偏弱，較像跌深後反彈型態	模型分數低於 threshold，規則上偏向先不進場	-0.167	-0.2608	-0.2212	-0.1496	-0.0242	35.67		no_entry	no_entry	False	0.2	1.0	-0.8	False	1.0	0.2	mu_gap_volume_ignition_v82	exact-event-rule	overnight_gap>=0.5%, volume_vs_20>=0.50, range_z_20>=0.50, intraday_return>=0, breakout_20==1	0.0	-0.005036410186537991	-0.2211755522909086	False	False	False	False	outside_bullish_pocket	-0.2212	False	False	False	False	False	False	idle	idle	idle_idle	Both live and shadow stay idle.	-0.7861		shared	1	0.2	0.0088	-0.0242	-0.3269	-0.0111	0.0	True	False	False	False	False
2022-06-15	59.12	no_entry	no_entry	True		0.4507	0.455	-0.0043	False	0.5077	top_12.5pct_reference	0.2362	近 20 日跌幅很深，屬於急跌後區間 | 價格明顯低於 60 日均線，屬於跌深區 | 近 60 日報酬偏弱，較像跌深後反彈型態	模型分數低於 threshold，規則上偏向先不進場	-0.2062	-0.2454	-0.2156	-0.1339	0.1233	33.68		no_entry	no_entry	False	0.2	1.0	-0.8	False	1.0	0.2	mu_gap_volume_ignition_v82	exact-event-rule	overnight_gap>=0.5%, volume_vs_20>=0.50, range_z_20>=0.50, intraday_return>=0, breakout_20==1	0.0	-0.004693611512563741	-0.21560306783237035	False	False	False	False	outside_bullish_pocket	-0.2156	False	False	False	False	False	False	idle	idle	idle_idle	Both live and shadow stay idle.	-0.7957		shared	1	0.2	0.0107	0.1233	0.1596	-0.0035	0.0	True	False	False	False	False
2022-06-16	55.01	no_entry	no_entry	True		0.4391	0.455	-0.0159	False	0.5077	top_12.5pct_reference	0.1135	14 日 RSI 偏弱，開始接近超賣區 | 近 20 日跌幅很深，屬於急跌後區間 | 量能略高於 20 日均量 | 價格明顯低於 60 日均線，屬於跌深區 | 近 60 日報酬偏弱，較像跌深後反彈型態	模型分數低於 threshold，規則上偏向先不進場	-0.2258	-0.3047	-0.2701	-0.1845	0.2855	22.35		no_entry	no_entry	False	0.2	1.0	-0.8	False	1.0	0.2	mu_gap_volume_ignition_v82	exact-event-rule	overnight_gap>=0.5%, volume_vs_20>=0.50, range_z_20>=0.50, intraday_return>=0, breakout_20==1	0.0	-0.0060575127608875215	-0.2701340544394784	False	False	False	False	outside_bullish_pocket	-0.2701	False	False	False	False	False	False	idle	idle	idle_idle	Both live and shadow stay idle.	-0.7841		shared	1	0.2	-0.0359	0.2855	0.8397	-0.0349	0.0	False	False	True	False	False
2022-06-17	55.75	no_entry	no_entry	True		0.451	0.455	-0.004	False	0.5077	top_12.5pct_reference	0.2403	14 日 RSI 很低，已經有明顯超賣味道 | 近 20 日跌幅很深，屬於急跌後區間 | 量能略高於 20 日均量 | 價格明顯低於 60 日均線，屬於跌深區 | 近 60 日報酬偏弱，較像跌深後反彈型態	模型分數低於 threshold，規則上偏向先不進場	-0.1967	-0.2631	-0.2603	-0.1651	0.3416	16.48		no_entry	no_entry	False	0.4	1.0	-0.6	False	1.0	0.4	mu_gap_volume_ignition_v82	exact-event-rule	overnight_gap>=0.5%, volume_vs_20>=0.50, range_z_20>=0.50, intraday_return>=0, breakout_20==1	0.0	-0.005087334167739662	-0.26031580246256236	False	False	False	False	outside_bullish_pocket	-0.2603	False	False	False	False	False	False	idle	idle	idle_idle	Both live and shadow stay idle.	-0.596		shared	2	0.4	0.0162	0.3416	0.6784	-0.0027	0.0	True	False	True	False	False
2022-06-21	56.8	no_entry	no_entry	True		0.4549	0.455	-0.0001	False	0.5077	top_12.5pct_reference	0.285	14 日 RSI 很低，已經有明顯超賣味道 | 近 20 日跌幅很深，屬於急跌後區間 | 價格明顯低於 60 日均線，屬於跌深區 | 近 60 日報酬偏弱，較像跌深後反彈型態	模型分數低於 threshold，規則上偏向先不進場	-0.1756	-0.2738	-0.2464	-0.1416	-0.1267	18.14		no_entry	no_entry	False	0.2	1.0	-0.8	False	1.0	0.2	mu_gap_volume_ignition_v82	exact-event-rule	overnight_gap>=0.5%, volume_vs_20>=0.50, range_z_20>=0.50, intraday_return>=0, breakout_20==1	0.0	-0.0053310198768738845	-0.24638454070327892	False	False	False	False	outside_bullish_pocket	-0.2464	False	False	False	False	False	False	idle	idle	idle_idle	Both live and shadow stay idle.	-0.7999		shared	1	0.2	0.0192	-0.1267	-1.1185	-0.0004	0.0	True	False	False	False	False
2022-06-22	56.34	no_entry	no_entry	True		0.4524	0.455	-0.0026	False	0.5077	top_12.5pct_reference	0.2563	14 日 RSI 很低，已經有明顯超賣味道 | 近 20 日跌幅很深，屬於急跌後區間 | 價格明顯低於 60 日均線，屬於跌深區 | 近 60 日報酬偏弱，較像跌深後反彈型態	模型分數低於 threshold，規則上偏向先不進場	-0.1904	-0.2786	-0.2525	-0.1399	-0.2412	18.02		no_entry	no_entry	False	0.2	1.0	-0.8	False	1.0	0.2	mu_gap_volume_ignition_v82	exact-event-rule	overnight_gap>=0.5%, volume_vs_20>=0.50, range_z_20>=0.50, intraday_return>=0, breakout_20==1	0.0	-0.005443087869192853	-0.2524877524282316	False	False	False	False	outside_bullish_pocket	-0.2525	False	False	False	False	False	False	idle	idle	idle_idle	Both live and shadow stay idle.	-0.7974		shared	1	0.2	-0.0148	-0.2412	-1.2093	0.0068	0.0	False	False	False	True	False
2022-06-23	56.22	no_entry	no_entry	True		0.4482	0.455	-0.0068	False	0.5077	top_12.5pct_reference	0.2047	14 日 RSI 很低，已經有明顯超賣味道 | 近 20 日跌幅很深，屬於急跌後區間 | 價格明顯低於 60 日均線，屬於跌深區 | 近 60 日報酬偏弱，較像跌深後反彈型態	模型分數低於 threshold，規則上偏向先不進場	-0.1561	-0.296	-0.2541	-0.1349	-0.238	12.02		no_entry	no_entry	False	0.0	1.0	-1.0	False	1.0	0.0	mu_gap_volume_ignition_v82	exact-event-rule	overnight_gap>=0.5%, volume_vs_20>=0.50, range_z_20>=0.50, intraday_return>=0, breakout_20==1	0.0	-0.005850042034774831	-0.25407988361453715	False	False	False	False	outside_bullish_pocket	-0.2541	False	False	False	False	False	False	idle	idle	idle_idle	Both live and shadow stay idle.	-0.9932		shared	0	0.0	0.0048	-0.238	-0.5903	-0.0069	0.0	False	False	False	False	False
2022-06-24	58.44	weak_bullish	weak_bullish	True		0.4593	0.455	0.0043	False	0.5077	top_12.5pct_reference	0.3475	14 日 RSI 偏弱，開始接近超賣區 | 近 20 日跌幅很深，屬於急跌後區間 | 價格明顯低於 60 日均線，屬於跌深區 | 近 60 日報酬偏弱，較像跌深後反彈型態	模型分數已高於 threshold，但還沒進入歷史前 12.5% 強訊號區	-0.1389	-0.2878	-0.2246	-0.0942	-0.1064	23.86		no_entry	no_entry	False	0.4	1.0	-0.6	False	1.0	0.4	mu_gap_volume_ignition_v82	exact-event-rule	overnight_gap>=0.5%, volume_vs_20>=0.50, range_z_20>=0.50, intraday_return>=0, breakout_20==1	0.0	-0.005655471522444033	-0.22462522890966471	False	False	False	False	outside_bullish_pocket	-0.2246	True	False	True	False	False	False	selected	idle	selected_idle	Live selects the trade while shadow stays idle.	-0.6043	live_selected_shadow_idle	live	2	0.4	0.0165	-0.1064	-0.6554	0.0226	0.0	True	False	False	True	False
2022-06-27	58.78	no_entry	no_entry	True		0.4545	0.455	-0.0005	False	0.5077	top_12.5pct_reference	0.2827	14 日 RSI 偏弱，開始接近超賣區 | 近 20 日跌幅很深，屬於急跌後區間 | 價格明顯低於 60 日均線，屬於跌深區 | 近 60 日報酬偏弱，較像跌深後反彈型態	模型分數低於 threshold，規則上偏向先不進場	-0.1674	-0.2575	-0.2201	-0.0805	-0.0805	23.27		no_entry	no_entry	False	0.2	1.0	-0.8	False	1.0	0.2	mu_gap_volume_ignition_v82	exact-event-rule	overnight_gap>=0.5%, volume_vs_20>=0.50, range_z_20>=0.50, intraday_return>=0, breakout_20==1	0.0	-0.004961158779550553	-0.22011414837101753	False	False	False	False	outside_bullish_pocket	-0.2201	False	False	False	False	False	False	idle	idle	idle_idle	Both live and shadow stay idle.	-0.7995		shared	1	0.2	0.0195	-0.0805	-1.0384	-0.0134	0.0	True	False	False	False	False
