date	close	live_signal	live_raw_model_signal	live_buy_point_ok	buy_point_warnings	live_probability	live_cutoff	live_confidence_gap	live_rule_selected	live_rule_cutoff	rule_name	live_percentile_rank	model_rationale	rule_rationale	ret_20	ret_60	drawdown_20_x	sma_gap_20	volume_vs_20	rsi_14	sma_gap_60	shadow_signal	shadow_raw_model_signal	shadow_buy_point_ok	shadow_probability	shadow_cutoff	shadow_confidence_gap	shadow_rule_selected	shadow_rule_cutoff	shadow_percentile_rank	line_id	label_mode	execution_rule	above_200dma_flag	slope_60	drawdown_20_y	above_200dma	slope_60_positive	bullish_pocket	bullish_pocket_confirmed	bullish_pocket_label	drawdown_20	live_selected	shadow_selected	live_model_ready	shadow_model_ready	live_blocked	shadow_blocked	live_state	shadow_state	comparison_state	comparison_note	confidence_gap_delta	divergence_case	comparison_owner	shadow_criteria_pass_count	shadow_criteria_pass_rate	shadow_overnight_gap	shadow_volume_vs_20	shadow_range_z_20	shadow_intraday_return	shadow_breakout_20	shadow_overnight_gap_pass	shadow_volume_vs_20_pass	shadow_range_z_20_pass	shadow_intraday_return_pass	shadow_breakout_20_pass
2021-04-13	92.15	no_entry	weak_bullish	False	14 日 RSI 仍偏高，短線有點過熱	0.4727	0.455	0.0177	False	0.5077	top_12.5pct_reference	0.5568	近 60 日報酬仍為正，趨勢面還沒轉弱	模型分數已高於 threshold，但還沒進入歷史前 12.5% 強訊號區	0.0371	0.1335	-0.036	0.0174	0.1601	65.45		no_entry	no_entry	False	0.4	1.0	-0.6	False	1.0	0.4	mu_gap_volume_ignition_v82	exact-event-rule	overnight_gap>=0.5%, volume_vs_20>=0.50, range_z_20>=0.50, intraday_return>=0, breakout_20==1	1.0	0.002087860776395223	-0.03598697503713733	True	True	True	True	above_200dma_and_slope_60_positive	-0.036	False	False	True	False	True	False	blocked	idle	blocked_idle	Live clears the model only while shadow stays idle.	-0.6177	live_model_ready_shadow_not_ready	shared	2	0.4	0.0073	0.1601	1.3813	-0.043	0.0	True	False	True	False	False
2021-04-14	90.67	no_entry	weak_bullish	False	14 日 RSI 仍偏高，短線有點過熱	0.466	0.455	0.011	False	0.5077	top_12.5pct_reference	0.4547	近 60 日報酬仍為正，趨勢面還沒轉弱	模型分數已高於 threshold，但還沒進入歷史前 12.5% 強訊號區	-0.0083	0.1233	-0.0515	0.0014	-0.1649	68.32		no_entry	no_entry	False	0.0	1.0	-1.0	False	1.0	0.0	mu_gap_volume_ignition_v82	exact-event-rule	overnight_gap>=0.5%, volume_vs_20>=0.50, range_z_20>=0.50, intraday_return>=0, breakout_20==1	1.0	0.001937335504920205	-0.051469801835268926	True	True	True	True	above_200dma_and_slope_60_positive	-0.0515	False	False	True	False	True	False	blocked	idle	blocked_idle	Live clears the model only while shadow stays idle.	-1.011	live_model_ready_shadow_not_ready	shared	0	0.0	-0.0053	-0.1649	-0.3135	-0.0108	0.0	False	False	False	False	False
2021-04-15	90.27	no_entry	no_entry	False	14 日 RSI 仍偏高，短線有點過熱	0.4529	0.455	-0.0021	False	0.5077	top_12.5pct_reference	0.2609	近 60 日報酬仍為正，趨勢面還沒轉弱	模型分數低於 threshold，規則上偏向先不進場	-0.0474	0.0558	-0.0557	-0.0005	-0.2869	65.27		no_entry	no_entry	False	0.2	1.0	-0.8	False	1.0	0.2	mu_gap_volume_ignition_v82	exact-event-rule	overnight_gap>=0.5%, volume_vs_20>=0.50, range_z_20>=0.50, intraday_return>=0, breakout_20==1	1.0	0.0009048127696608195	-0.055654356089931564	True	True	True	True	above_200dma_and_slope_60_positive	-0.0557	False	False	False	False	False	False	idle	idle	idle_idle	Both live and shadow stay idle.	-0.7979		shared	1	0.2	0.0119	-0.2869	-0.6194	-0.0161	0.0	True	False	False	False	False
2021-04-16	90.66	no_entry	no_entry	True		0.4452	0.455	-0.0098	False	0.5077	top_12.5pct_reference	0.1674	近 60 日報酬仍為正，趨勢面還沒轉弱	模型分數低於 threshold，規則上偏向先不進場	0.0094	0.0857	-0.0516	0.0033	-0.4311	57.98		no_entry	no_entry	False	0.2	1.0	-0.8	False	1.0	0.2	mu_gap_volume_ignition_v82	exact-event-rule	overnight_gap>=0.5%, volume_vs_20>=0.50, range_z_20>=0.50, intraday_return>=0, breakout_20==1	1.0	0.0013711609008295747	-0.051574357826678414	True	True	True	True	above_200dma_and_slope_60_positive	-0.0516	False	False	False	False	False	False	idle	idle	idle_idle	Both live and shadow stay idle.	-0.7902		shared	1	0.2	0.0019	-0.4311	-1.4457	0.0024	0.0	False	False	False	True	False
2021-04-19	88.41	no_entry	no_entry	True		0.4452	0.455	-0.0098	False	0.5077	top_12.5pct_reference	0.1674	近 60 日報酬仍為正，趨勢面還沒轉弱	模型分數低於 threshold，規則上偏向先不進場	-0.0232	0.04	-0.0751	-0.0204	-0.0085	55.18		no_entry	no_entry	False	0.2	1.0	-0.8	False	1.0	0.2	mu_gap_volume_ignition_v82	exact-event-rule	overnight_gap>=0.5%, volume_vs_20>=0.50, range_z_20>=0.50, intraday_return>=0, breakout_20==1	1.0	0.0006536034180194772	-0.07511238571870511	True	True	True	True	above_200dma_and_slope_60_positive	-0.0751	False	False	False	False	False	False	idle	idle	idle_idle	Both live and shadow stay idle.	-0.7902		shared	1	0.2	0.0001	-0.0085	0.8163	-0.0249	0.0	False	False	True	False	False
2021-04-20	87.48	no_entry	no_entry	True		0.4392	0.455	-0.0158	False	0.5077	top_12.5pct_reference	0.1141	近 60 日報酬仍為正，趨勢面還沒轉弱	模型分數低於 threshold，規則上偏向先不進場	-0.0416	0.0632	-0.0848	-0.0287	-0.1888	52.55		no_entry	no_entry	False	0.0	1.0	-1.0	False	1.0	0.0	mu_gap_volume_ignition_v82	exact-event-rule	overnight_gap>=0.5%, volume_vs_20>=0.50, range_z_20>=0.50, intraday_return>=0, breakout_20==1	1.0	0.0010213697372250122	-0.08484144043995884	True	True	True	True	above_200dma_and_slope_60_positive	-0.0848	False	False	False	False	False	False	idle	idle	idle_idle	Both live and shadow stay idle.	-0.9842		shared	0	0.0	-0.0003	-0.1888	-0.4912	-0.0102	0.0	False	False	False	False	False
2021-04-21	89.49	no_entry	no_entry	True		0.4499	0.455	-0.0051	False	0.5077	top_12.5pct_reference	0.2265	近 60 日報酬仍為正，趨勢面還沒轉弱	模型分數低於 threshold，規則上偏向先不進場	0.0479	0.101	-0.0638	-0.0086	-0.2819	53.4		no_entry	no_entry	False	0.2	1.0	-0.8	False	1.0	0.2	mu_gap_volume_ignition_v82	exact-event-rule	overnight_gap>=0.5%, volume_vs_20>=0.50, range_z_20>=0.50, intraday_return>=0, breakout_20==1	1.0	0.0016037815751987299	-0.06381419298897006	True	True	True	True	above_200dma_and_slope_60_positive	-0.0638	False	False	False	False	False	False	idle	idle	idle_idle	Both live and shadow stay idle.	-0.7949		shared	1	0.2	-0.0048	-0.2819	0.2638	0.0279	0.0	False	False	False	True	False
2021-04-22	84.71	no_entry	no_entry	True		0.4482	0.455	-0.0068	False	0.5077	top_12.5pct_reference	0.203	近 20 日已有一段像樣回檔 | 量能略高於 20 日均量 | 近 60 日報酬仍為正，趨勢面還沒轉弱	模型分數低於 threshold，規則上偏向先不進場	0.0206	0.0654	-0.1138	-0.0624	0.6155	30.13		no_entry	no_entry	False	0.4	1.0	-0.6	False	1.0	0.4	mu_gap_volume_ignition_v82	exact-event-rule	overnight_gap>=0.5%, volume_vs_20>=0.50, range_z_20>=0.50, intraday_return>=0, breakout_20==1	1.0	0.0010558470142473463	-0.11381941280716715	True	True	True	True	above_200dma_and_slope_60_positive	-0.1138	False	False	False	False	False	False	idle	idle	idle_idle	Both live and shadow stay idle.	-0.5932		shared	2	0.4	-0.0144	0.6155	1.6621	-0.0396	0.0	False	True	True	False	False
2021-04-23	86.03	no_entry	no_entry	True		0.4482	0.455	-0.0068	False	0.5077	top_12.5pct_reference	0.2041	近 20 日已有一段像樣回檔 | 近 60 日報酬仍為正，趨勢面還沒轉弱	模型分數低於 threshold，規則上偏向先不進場	0.0231	0.1457	-0.1	-0.0489	-0.1288	30.06		no_entry	no_entry	False	0.4	1.0	-0.6	False	1.0	0.4	mu_gap_volume_ignition_v82	exact-event-rule	overnight_gap>=0.5%, volume_vs_20>=0.50, range_z_20>=0.50, intraday_return>=0, breakout_20==1	1.0	0.0022668118850298993	-0.10001043963639417	True	True	True	True	above_200dma_and_slope_60_positive	-0.1	False	False	False	False	False	False	idle	idle	idle_idle	Both live and shadow stay idle.	-0.5932		shared	2	0.4	0.0063	-0.1288	-0.8582	0.0093	0.0	True	False	False	True	False
2021-04-26	87.84	weak_bullish	weak_bullish	True		0.4551	0.455	0.0001	False	0.5077	top_12.5pct_reference	0.2856	近 60 日報酬仍為正，趨勢面還沒轉弱	模型分數已高於 threshold，但還沒進入歷史前 12.5% 強訊號區	-0.0017	0.1206	-0.0811	-0.0288	-0.2744	36.49		no_entry	no_entry	False	0.4	1.0	-0.6	False	1.0	0.4	mu_gap_volume_ignition_v82	exact-event-rule	overnight_gap>=0.5%, volume_vs_20>=0.50, range_z_20>=0.50, intraday_return>=0, breakout_20==1	1.0	0.0018970095942666336	-0.08107542940586976	True	True	True	True	above_200dma_and_slope_60_positive	-0.0811	True	False	True	False	False	False	selected	idle	selected_idle	Live selects the trade while shadow stays idle.	-0.6001	live_selected_shadow_idle	live	2	0.4	0.0051	-0.2744	-0.5279	0.0158	0.0	True	False	False	True	False
2021-04-27	89.46	weak_bullish	weak_bullish	True		0.462	0.455	0.007	False	0.5077	top_12.5pct_reference	0.3893	近 60 日報酬仍為正，趨勢面還沒轉弱	模型分數已高於 threshold，但還沒進入歷史前 12.5% 強訊號區	0.0331	0.143	-0.0641	-0.0124	-0.1218	39.8		no_entry	no_entry	False	0.4	1.0	-0.6	False	1.0	0.4	mu_gap_volume_ignition_v82	exact-event-rule	overnight_gap>=0.5%, volume_vs_20>=0.50, range_z_20>=0.50, intraday_return>=0, breakout_20==1	1.0	0.0022271207140529105	-0.06412802059066633	True	True	True	True	above_200dma_and_slope_60_positive	-0.0641	True	False	True	False	False	False	selected	idle	selected_idle	Live selects the trade while shadow stays idle.	-0.607	live_selected_shadow_idle	live	2	0.4	0.017	-0.1218	-0.5739	0.0015	0.0	True	False	False	True	False
2021-04-28	86.03	no_entry	no_entry	True		0.4532	0.455	-0.0018	False	0.5077	top_12.5pct_reference	0.2638	近 20 日已有一段像樣回檔 | 近 60 日報酬仍為正，趨勢面還沒轉弱	模型分數低於 threshold，規則上偏向先不進場	-0.0059	0.0696	-0.1	-0.05	-0.0479	30.84		no_entry	no_entry	False	0.0	1.0	-1.0	False	1.0	0.0	mu_gap_volume_ignition_v82	exact-event-rule	overnight_gap>=0.5%, volume_vs_20>=0.50, range_z_20>=0.50, intraday_return>=0, breakout_20==1	1.0	0.0011218135622283873	-0.10001043963639417	True	True	True	True	above_200dma_and_slope_60_positive	-0.1	False	False	False	False	False	False	idle	idle	idle_idle	Both live and shadow stay idle.	-0.9982		shared	0	0.0	-0.0201	-0.0479	-0.2542	-0.0186	0.0	False	False	False	False	False
2021-04-29	88.06	weak_bullish	weak_bullish	True		0.4566	0.455	0.0016	False	0.5077	top_12.5pct_reference	0.3079	近 60 日報酬仍為正，趨勢面還沒轉弱	模型分數已高於 threshold，但還沒進入歷史前 12.5% 強訊號區	-0.0017	0.0789	-0.0788	-0.0275	-0.1754	36.17		no_entry	no_entry	False	0.4	1.0	-0.6	False	1.0	0.4	mu_gap_volume_ignition_v82	exact-event-rule	overnight_gap>=0.5%, volume_vs_20>=0.50, range_z_20>=0.50, intraday_return>=0, breakout_20==1	1.0	0.001265733482912538	-0.07877392057511862	True	True	True	True	above_200dma_and_slope_60_positive	-0.0788	True	False	True	False	False	False	selected	idle	selected_idle	Live selects the trade while shadow stays idle.	-0.6016	live_selected_shadow_idle	live	2	0.4	0.0196	-0.1754	-0.1884	0.0039	0.0	True	False	False	True	False
2021-04-30	86.07	weak_bullish	weak_bullish	True		0.4618	0.455	0.0068	False	0.5077	top_12.5pct_reference	0.3882	近 60 日報酬仍為正，趨勢面還沒轉弱	模型分數已高於 threshold，但還沒進入歷史前 12.5% 強訊號區	-0.0686	0.088	-0.0996	-0.0462	-0.2224	32.93		no_entry	no_entry	False	0.0	1.0	-1.0	False	1.0	0.0	mu_gap_volume_ignition_v82	exact-event-rule	overnight_gap>=0.5%, volume_vs_20>=0.50, range_z_20>=0.50, intraday_return>=0, breakout_20==1	1.0	0.0014053603061196926	-0.09959197622955451	True	True	True	True	above_200dma_and_slope_60_positive	-0.0996	True	False	True	False	False	False	selected	idle	selected_idle	Live selects the trade while shadow stays idle.	-1.0068	live_selected_shadow_idle	live	0	0.0	-0.0128	-0.2224	0.2728	-0.0099	0.0	False	False	False	False	False
2021-05-03	85.02	no_entry	no_entry	True		0.4495	0.455	-0.0055	False	0.5077	top_12.5pct_reference	0.2185	近 20 日已有一段像樣回檔 | 價格落在 60 日均線下方 | 近 60 日報酬仍為正，趨勢面還沒轉弱	模型分數低於 threshold，規則上偏向先不進場	-0.0931	0.0464	-0.1106	-0.0532	-0.1205	36.01		no_entry	no_entry	False	0.2	1.0	-0.8	False	1.0	0.2	mu_gap_volume_ignition_v82	exact-event-rule	overnight_gap>=0.5%, volume_vs_20>=0.50, range_z_20>=0.50, intraday_return>=0, breakout_20==1	1.0	0.000755927703945843	-0.1105764211713272	True	True	True	True	above_200dma_and_slope_60_positive	-0.1106	False	False	False	False	False	False	idle	idle	idle_idle	Both live and shadow stay idle.	-0.7945		shared	1	0.2	0.0105	-0.1205	0.4877	-0.0224	0.0	True	False	False	False	False
2021-05-04	84.41	no_entry	no_entry	True		0.4549	0.455	-0.0001	False	0.5077	top_12.5pct_reference	0.285	近 20 日已有一段像樣回檔 | 價格落在 60 日均線下方 | 近 60 日報酬仍為正，趨勢面還沒轉弱	模型分數低於 threshold，規則上偏向先不進場	-0.0971	0.0408	-0.117	-0.0552	-0.0237	37.29		no_entry	no_entry	False	0.4	1.0	-0.6	False	1.0	0.4	mu_gap_volume_ignition_v82	exact-event-rule	overnight_gap>=0.5%, volume_vs_20>=0.50, range_z_20>=0.50, intraday_return>=0, breakout_20==1	1.0	0.0006667163178970833	-0.1169577686378637	True	True	True	True	above_200dma_and_slope_60_positive	-0.117	False	False	False	False	False	False	idle	idle	idle_idle	Both live and shadow stay idle.	-0.5999		shared	2	0.4	-0.0104	-0.0237	0.7794	0.0032	0.0	False	False	True	True	False
2021-05-05	85.15	no_entry	no_entry	True		0.4446	0.455	-0.0104	False	0.5077	top_12.5pct_reference	0.1611	近 20 日已有一段像樣回檔 | 價格落在 60 日均線下方	模型分數低於 threshold，規則上偏向先不進場	-0.0938	0.0136	-0.1092	-0.0422	-0.2707	39.74		no_entry	no_entry	False	0.2	1.0	-0.8	False	1.0	0.2	mu_gap_volume_ignition_v82	exact-event-rule	overnight_gap>=0.5%, volume_vs_20>=0.50, range_z_20>=0.50, intraday_return>=0, breakout_20==1	1.0	0.0002246426703924461	-0.10921639514566485	True	True	True	True	above_200dma_and_slope_60_positive	-0.1092	False	False	False	False	False	False	idle	idle	idle_idle	Both live and shadow stay idle.	-0.7896		shared	1	0.2	0.0128	-0.2707	-0.8037	-0.004	0.0	True	False	False	False	False
2021-05-06	84.8	no_entry	no_entry	True		0.4345	0.455	-0.0205	False	0.5077	top_12.5pct_reference	0.0803	近 20 日已有一段像樣回檔 | 價格落在 60 日均線下方	模型分數低於 threshold，規則上偏向先不進場	-0.1101	0.0178	-0.1129	-0.0405	-0.2318	38.24		no_entry	no_entry	False	0.0	1.0	-1.0	False	1.0	0.0	mu_gap_volume_ignition_v82	exact-event-rule	overnight_gap>=0.5%, volume_vs_20>=0.50, range_z_20>=0.50, intraday_return>=0, breakout_20==1	1.0	0.00029344943425818983	-0.11287785018834445	True	True	True	True	above_200dma_and_slope_60_positive	-0.1129	False	False	False	False	False	False	idle	idle	idle_idle	Both live and shadow stay idle.	-0.9795		shared	0	0.0	-0.0033	-0.2318	-0.8405	-0.0008	0.0	False	False	False	False	False
2021-05-07	85.98	no_entry	no_entry	True		0.4378	0.455	-0.0172	False	0.5077	top_12.5pct_reference	0.1049	近 20 日已有一段像樣回檔 | 近 60 日報酬仍為正，趨勢面還沒轉弱	模型分數低於 threshold，規則上偏向先不進場	-0.0978	0.0441	-0.1005	-0.022	-0.2835	44.91		no_entry	no_entry	False	0.4	1.0	-0.6	False	1.0	0.4	mu_gap_volume_ignition_v82	exact-event-rule	overnight_gap>=0.5%, volume_vs_20>=0.50, range_z_20>=0.50, intraday_return>=0, breakout_20==1	1.0	0.0007189385336144809	-0.10053345903464331	True	True	True	True	above_200dma_and_slope_60_positive	-0.1005	False	False	False	False	False	False	idle	idle	idle_idle	Both live and shadow stay idle.	-0.5828		shared	2	0.4	0.0131	-0.2835	-1.3187	0.0008	0.0	True	False	False	True	False
2021-05-10	80.85	no_entry	no_entry	True		0.4482	0.455	-0.0068	False	0.5077	top_12.5pct_reference	0.203	近 20 日已有一段像樣回檔 | 量能略高於 20 日均量 | 價格明顯低於 60 日均線，屬於跌深區 | 近 60 日報酬偏弱，較像跌深後反彈型態	模型分數低於 threshold，規則上偏向先不進場	-0.1542	-0.0651	-0.1226	-0.0726	0.3743	38.18		no_entry	no_entry	False	0.2	1.0	-0.8	False	1.0	0.2	mu_gap_volume_ignition_v82	exact-event-rule	overnight_gap>=0.5%, volume_vs_20>=0.50, range_z_20>=0.50, intraday_return>=0, breakout_20==1	1.0	-0.0011219607499708998	-0.12262618409815632	True	False	True	False	above_200dma	-0.1226	False	False	False	False	False	False	idle	idle	idle_idle	Both live and shadow stay idle.	-0.7932		shared	1	0.2	-0.012	0.3743	1.5664	-0.0483	0.0	False	False	True	False	False
2021-05-11	80.68	no_entry	no_entry	True		0.4474	0.455	-0.0076	False	0.5077	top_12.5pct_reference	0.1915	近 20 日已有一段像樣回檔 | 量能略高於 20 日均量 | 價格明顯低於 60 日均線，屬於跌深區 | 近 60 日報酬偏弱，較像跌深後反彈型態	模型分數低於 threshold，規則上偏向先不進場	-0.1245	-0.0833	-0.1102	-0.0684	0.2978	33.19		no_entry	no_entry	False	0.4	1.0	-0.6	False	1.0	0.4	mu_gap_volume_ignition_v82	exact-event-rule	overnight_gap>=0.5%, volume_vs_20>=0.50, range_z_20>=0.50, intraday_return>=0, breakout_20==1	1.0	-0.0014493291964958596	-0.11017975146701976	True	False	True	False	above_200dma	-0.1102	False	False	False	False	False	False	idle	idle	idle_idle	Both live and shadow stay idle.	-0.5924		shared	2	0.4	-0.0443	0.2978	1.4686	0.0441	0.0	False	False	True	True	False
2021-05-12	76.8	no_entry	no_entry	True		0.4481	0.455	-0.0069	False	0.5077	top_12.5pct_reference	0.2018	近 20 日跌幅很深，屬於急跌後區間 | 量能略高於 20 日均量 | 價格明顯低於 60 日均線，屬於跌深區 | 近 60 日報酬偏弱，較像跌深後反彈型態	模型分數低於 threshold，規則上偏向先不進場	-0.153	-0.1247	-0.1529	-0.106	0.2957	34.37		no_entry	no_entry	False	0.2	1.0	-0.8	False	1.0	0.2	mu_gap_volume_ignition_v82	exact-event-rule	overnight_gap>=0.5%, volume_vs_20>=0.50, range_z_20>=0.50, intraday_return>=0, breakout_20==1	1.0	-0.002219553191678836	-0.15287888871048258	True	False	True	False	above_200dma	-0.1529	False	False	False	False	False	False	idle	idle	idle_idle	Both live and shadow stay idle.	-0.7931		shared	1	0.2	-0.0191	0.2957	1.1525	-0.0296	0.0	False	False	True	False	False
2021-05-13	77.19	no_entry	no_entry	True		0.4446	0.455	-0.0104	False	0.5077	top_12.5pct_reference	0.1617	近 20 日已有一段像樣回檔 | 價格明顯低於 60 日均線，屬於跌深區 | 近 60 日報酬偏弱，較像跌深後反彈型態	模型分數低於 threshold，規則上偏向先不進場	-0.1449	-0.103	-0.1486	-0.0946	0.1	31.87		no_entry	no_entry	False	0.2	1.0	-0.8	False	1.0	0.2	mu_gap_volume_ignition_v82	exact-event-rule	overnight_gap>=0.5%, volume_vs_20>=0.50, range_z_20>=0.50, intraday_return>=0, breakout_20==1	1.0	-0.0018109768588698838	-0.14857710872046662	True	False	True	False	above_200dma	-0.1486	False	False	False	False	False	False	idle	idle	idle_idle	Both live and shadow stay idle.	-0.7896		shared	1	0.2	0.0152	0.1	-0.2083	-0.01	0.0	True	False	False	False	False
2021-05-14	79.7	weak_bullish	weak_bullish	True		0.4582	0.455	0.0032	False	0.5077	top_12.5pct_reference	0.3297	近 20 日已有一段像樣回檔 | 價格明顯低於 60 日均線，屬於跌深區 | 近 60 日報酬偏弱，較像跌深後反彈型態	模型分數已高於 threshold，但還沒進入歷史前 12.5% 強訊號區	-0.1209	-0.0998	-0.1094	-0.0591	-0.0202	33.77		no_entry	no_entry	False	0.4	1.0	-0.6	False	1.0	0.4	mu_gap_volume_ignition_v82	exact-event-rule	overnight_gap>=0.5%, volume_vs_20>=0.50, range_z_20>=0.50, intraday_return>=0, breakout_20==1	1.0	-0.0017530815023109418	-0.10939771090877268	True	False	True	False	above_200dma	-0.1094	True	False	True	False	False	False	selected	idle	selected_idle	Live selects the trade while shadow stays idle.	-0.6032	live_selected_shadow_idle	live	2	0.4	0.0207	-0.0202	0.4142	0.0115	0.0	True	False	False	True	False
2021-05-17	80.39	no_entry	no_entry	True		0.4543	0.455	-0.0007	False	0.5077	top_12.5pct_reference	0.2781	近 20 日已有一段像樣回檔 | 價格明顯低於 60 日均線，屬於跌深區 | 近 60 日報酬偏弱，較像跌深後反彈型態	模型分數低於 threshold，規則上偏向先不進場	-0.0907	-0.1162	-0.1017	-0.0465	-0.1797	31.22		no_entry	no_entry	False	0.2	1.0	-0.8	False	1.0	0.2	mu_gap_volume_ignition_v82	exact-event-rule	overnight_gap>=0.5%, volume_vs_20>=0.50, range_z_20>=0.50, intraday_return>=0, breakout_20==1	1.0	-0.0020588342771604633	-0.10168732474409047	True	False	True	False	above_200dma	-0.1017	False	False	False	False	False	False	idle	idle	idle_idle	Both live and shadow stay idle.	-0.7993		shared	1	0.2	-0.0075	-0.1797	0.0328	0.0163	0.0	False	False	False	True	False
2021-05-18	78.88	no_entry	no_entry	True		0.4521	0.455	-0.0029	False	0.5077	top_12.5pct_reference	0.2534	近 20 日已有一段像樣回檔 | 價格明顯低於 60 日均線，屬於跌深區 | 近 60 日報酬偏弱，較像跌深後反彈型態	模型分數低於 threshold，規則上偏向先不進場	-0.0983	-0.0858	-0.1186	-0.0596	0.131	33.92		no_entry	no_entry	False	0.0	1.0	-1.0	False	1.0	0.0	mu_gap_volume_ignition_v82	exact-event-rule	overnight_gap>=0.5%, volume_vs_20>=0.50, range_z_20>=0.50, intraday_return>=0, breakout_20==1	1.0	-0.0014945021983028273	-0.1185607426933136	True	False	True	False	above_200dma	-0.1186	False	False	False	False	False	False	idle	idle	idle_idle	Both live and shadow stay idle.	-0.9971		shared	0	0.0	0.002	0.131	-0.5897	-0.0207	0.0	False	False	False	False	False
2021-05-19	79.93	weak_bullish	weak_bullish	True		0.4558	0.455	0.0008	False	0.5077	top_12.5pct_reference	0.297	近 20 日已有一段像樣回檔 | 量能略高於 20 日均量 | 價格明顯低於 60 日均線，屬於跌深區 | 近 60 日報酬偏弱，較像跌深後反彈型態	模型分數已高於 threshold，但還沒進入歷史前 12.5% 強訊號區	-0.1068	-0.0941	-0.1065	-0.0416	0.4293	30.87		no_entry	no_entry	False	0.4	1.0	-0.6	False	1.0	0.4	mu_gap_volume_ignition_v82	exact-event-rule	overnight_gap>=0.5%, volume_vs_20>=0.50, range_z_20>=0.50, intraday_return>=0, breakout_20==1	1.0	-0.001646597063759625	-0.1065280446772436	True	False	True	False	above_200dma	-0.1065	True	False	True	False	False	False	selected	idle	selected_idle	Live selects the trade while shadow stays idle.	-0.6008	live_selected_shadow_idle	live	2	0.4	-0.0212	0.4293	1.5238	0.0352	0.0	False	False	True	True	False
2021-05-20	81.13	no_entry	no_entry	True		0.4514	0.455	-0.0036	False	0.5077	top_12.5pct_reference	0.2437	價格落在 60 日均線下方 | 近 60 日報酬偏弱，較像跌深後反彈型態	模型分數低於 threshold，規則上偏向先不進場	-0.0423	-0.1231	-0.0931	-0.0251	-0.0619	37.93		no_entry	no_entry	False	0.4	1.0	-0.6	False	1.0	0.4	mu_gap_volume_ignition_v82	exact-event-rule	overnight_gap>=0.5%, volume_vs_20>=0.50, range_z_20>=0.50, intraday_return>=0, breakout_20==1	1.0	-0.002189533808783706	-0.09311426242234899	True	False	True	False	above_200dma	-0.0931	False	False	False	False	False	False	idle	idle	idle_idle	Both live and shadow stay idle.	-0.5964		shared	2	0.4	0.0071	-0.0619	-0.7681	0.0078	0.0	True	False	False	True	False
2021-05-21	80.72	no_entry	no_entry	True		0.4453	0.455	-0.0097	False	0.5077	top_12.5pct_reference	0.168	價格落在 60 日均線下方 | 近 60 日報酬偏弱，較像跌深後反彈型態	模型分數低於 threshold，規則上偏向先不進場	-0.0617	-0.084	-0.0977	-0.0269	-0.2736	39.15		no_entry	no_entry	False	0.2	1.0	-0.8	False	1.0	0.2	mu_gap_volume_ignition_v82	exact-event-rule	overnight_gap>=0.5%, volume_vs_20>=0.50, range_z_20>=0.50, intraday_return>=0, breakout_20==1	1.0	-0.0014618860322460107	-0.09769727200105137	True	False	True	False	above_200dma	-0.0977	False	False	False	False	False	False	idle	idle	idle_idle	Both live and shadow stay idle.	-0.7903		shared	1	0.2	0.0079	-0.2736	-1.1397	-0.0128	0.0	True	False	False	False	False
2021-05-24	82.9	weak_bullish	weak_bullish	True		0.4566	0.455	0.0016	False	0.5077	top_12.5pct_reference	0.3096	價格落在 60 日均線下方 | 近 60 日報酬偏弱，較像跌深後反彈型態	模型分數已高於 threshold，但還沒進入歷史前 12.5% 強訊號區	-0.0562	-0.0943	-0.0733	0.0023	-0.1285	46.47		no_entry	no_entry	False	0.4	1.0	-0.6	False	1.0	0.4	mu_gap_volume_ignition_v82	exact-event-rule	overnight_gap>=0.5%, volume_vs_20>=0.50, range_z_20>=0.50, intraday_return>=0, breakout_20==1	1.0	-0.0016505282252088952	-0.07332883552121959	True	False	True	False	above_200dma	-0.0733	True	False	True	False	False	False	selected	idle	selected_idle	Live selects the trade while shadow stays idle.	-0.6016	live_selected_shadow_idle	live	2	0.4	0.0087	-0.1285	-0.4916	0.0182	0.0	True	False	False	True	False
2021-05-25	81.23	no_entry	no_entry	True		0.4514	0.455	-0.0036	False	0.5077	top_12.5pct_reference	0.2431	量能略高於 20 日均量 | 價格落在 60 日均線下方 | 近 60 日報酬偏弱，較像跌深後反彈型態	模型分數低於 threshold，規則上偏向先不進場	-0.092	-0.1428	-0.0776	-0.013	0.4217	41.22		no_entry	no_entry	False	0.4	1.0	-0.6	False	1.0	0.4	mu_gap_volume_ignition_v82	exact-event-rule	overnight_gap>=0.5%, volume_vs_20>=0.50, range_z_20>=0.50, intraday_return>=0, breakout_20==1	1.0	-0.002567712057417208	-0.07756069033633103	True	False	True	False	above_200dma	-0.0776	False	False	False	False	False	False	idle	idle	idle_idle	Both live and shadow stay idle.	-0.5964		shared	2	0.4	0.0081	0.4217	1.3758	-0.028	0.0	True	False	True	False	False
