asset_key	symbol	preferred_line	lane_type	role	status	action	recent_selected_count	latest_date	latest_value	latest_selected	cutoff	last_selected_date	days_since_last_selected	action_note
vrt	VRT	vrt_watchlist_only	binary_operator	watchlist_only	active	watchlist_wait	32	2026-04-24	0.5007	False	0.3	2026-04-24	0	Preferred line is valid but currently waiting below cutoff.
