line_id	lane_type	role	preferred	status	recent_selected_count	latest_date	latest_value	latest_selected	cutoff	last_selected_date	usage_note
above_200dma_flag_plus_distance_to_252_high_plus_rs_vs_benchmark_60::top_20pct	deep_research_round4	primary	True	watchlist_ready	6	2026-03-17	0.4885	False	0.5649	2026-01-12	Third-round benchmark-guardrail line with round4_score=0.9095; best rule avg_return=0.0441 across 10 trades.
above_200dma_flag_plus_atr_pct_20_percentile_plus_rs_vs_benchmark_60::top_20pct	deep_research_round4	research_side_line	False	watchlist_ready	6	2026-03-17	0.4724	False	0.5572	2026-01-12	Third-round benchmark-guardrail line with round4_score=0.9055; best rule avg_return=0.0473 across 10 trades.
above_200dma_flag_plus_distance_to_252_high_plus_rs_vs_benchmark_60_plus_price_ratio_benchmark_z_20_plus_price_ratio_benchmark_z_60::top_20pct	deep_research_round4	research_side_line	False	watchlist_ready	6	2026-03-17	0.4834	False	0.5657	2026-01-12	Third-round benchmark-guardrail line with round4_score=0.9048; best rule avg_return=0.0441 across 10 trades.
