model_name	rule_name	role	recent_selected_count	latest_date	latest_score	latest_selected	cutoff	last_selected_date
ret_60_plus_sma_gap_60_plus_neg_weight_1_15	fixed_0.49	operator	1	2026-03-17	0.4701	False	0.49	2026-01-07
above_200dma_flag	fixed_0.49	headline	3	2026-03-17	0.4406	False	0.49	2026-01-07
above_200dma_flag	top_15pct	headline	5	2026-03-17	0.4406	False	0.461	2026-01-09
above_200dma_flag	top_10pct	headline	5	2026-03-17	0.4406	False	0.4684	2026-01-09
ret_60_plus_sma_gap_60_plus_neg_weight_1_15	top_15pct	operator	14	2026-03-17	0.4701	True	0.4631	2026-03-17
