asset_key	role	model_name	round4_score	walkforward_avg_test_bal_acc	test_positive_rate	best_rule_name	best_rule_avg_return	best_rule_trade_count	recent_selected_count	latest_selected
pep	headline	above_200dma_flag_plus_distance_to_252_high_plus_rs_vs_benchmark_60	0.9095	0.605	0.4562	top_20pct	0.0441	10	6	False
pep	headline	above_200dma_flag_plus_atr_pct_20_percentile_plus_rs_vs_benchmark_60	0.9055	0.5672	0.4293	top_20pct	0.0473	10	6	False
pep	headline	above_200dma_flag_plus_distance_to_252_high_plus_rs_vs_benchmark_60_plus_price_ratio_benchmark_z_20_plus_price_ratio_benchmark_z_60	0.9048	0.5988	0.4591	top_20pct	0.0441	10	6	False
