asset_key	role	model_name	best_rule_name	selected_count	hit_rate	avg_return	cutoff	recent_selected_count	latest_date	latest_score	latest_selected	last_selected_date
xlp	headline	ret_60_plus_sma_gap_60_plus_above_200dma_flag_plus_atr_pct_20_percentile_plus_rs_vs_benchmark_60	top_10pct	6	0.6667	0.0249	0.499	0	2026-03-17	0.3894	False	
xlp	headline	ret_60_plus_sma_gap_60_plus_above_200dma_flag_plus_atr_pct_20_plus_atr_pct_20_percentile_plus_rs_vs_benchmark_60	top_10pct	6	0.6667	0.0249	0.4996	0	2026-03-17	0.3871	False	
xlp	headline	ret_60_plus_sma_gap_60_plus_above_200dma_flag_plus_atr_pct_20_plus_rs_vs_benchmark_60	top_12_5pct	6	0.6667	0.0199	0.4971	2	2026-03-17	0.3897	False	2026-01-07
xlp	headline	ret_60_plus_sma_gap_60_plus_above_200dma_flag_plus_close_location_20_plus_rs_vs_benchmark_60	top_12_5pct	6	0.6667	0.0199	0.4973	2	2026-03-17	0.3908	False	2026-01-07
xlp	headline	ret_60_plus_sma_gap_60_plus_above_200dma_flag_plus_distance_to_252_high_plus_rs_vs_benchmark_60	fixed_0.49	6	0.6667	0.0253	0.49	0	2026-03-17	0.3754	False	
xlp	headline	ret_60_plus_sma_gap_60_plus_above_200dma_flag_plus_rolling_return_120_plus_rs_vs_benchmark_60	top_12_5pct	6	0.6667	0.023	0.508	1	2026-03-17	0.4305	False	2026-01-07
xlp	headline	ret_60_plus_sma_gap_60_plus_above_200dma_flag_plus_rolling_vol_60_plus_rs_vs_benchmark_60	top_10pct	6	0.6667	0.0223	0.4998	0	2026-03-17	0.3922	False	
xlp	headline	ret_60_plus_sma_gap_60_plus_above_200dma_flag_plus_rs_vs_benchmark_60	top_10pct	6	0.6667	0.0213	0.5024	0	2026-03-17	0.3968	False	
xlp	headline	ret_60_plus_sma_gap_60_plus_above_200dma_flag_plus_rs_vs_benchmark_60_plus_price_ratio_benchmark_z_20_plus_price_ratio_benchmark_z_60	fixed_0.49	6	0.6667	0.0227	0.49	0	2026-03-17	0.386	False	
xlp	headline	ret_60_plus_sma_gap_60_plus_above_200dma_flag_plus_sma_gap_120_plus_rs_vs_benchmark_60	top_15pct	6	0.6667	0.0221	0.5024	2	2026-03-17	0.4175	False	2026-01-07
xlp	headline	ret_60_plus_sma_gap_60_plus_above_200dma_flag_plus_up_day_ratio_20_plus_rs_vs_benchmark_60	top_12_5pct	6	0.6667	0.0414	0.5114	0	2026-03-17	0.4664	False	
xlp	headline	ret_60_plus_sma_gap_60_plus_above_200dma_flag_plus_atr_pct_20_percentile_plus_ret_20_vs_benchmark	top_10pct	5	0.8	0.0417	0.507	0	2026-03-17	0.4695	False	
