model_name	rule_name	role	recent_selected_count	latest_date	latest_score	latest_selected	cutoff	last_selected_date
ret_60_plus_sma_gap_60_plus_above_200dma_flag	top_10pct	headline	0	2026-03-17	0.4251	False	0.4953	
ret_60_plus_sma_gap_60_plus_above_200dma_flag	fixed_0.49	headline	0	2026-03-17	0.4251	False	0.49	
ret_60_plus_sma_gap_60_plus_above_200dma_flag	top_12_5pct	headline	0	2026-03-17	0.4251	False	0.4889	
ret_60_plus_sma_gap_60_plus_above_200dma_flag	fixed_0.47	headline	5	2026-03-17	0.4251	False	0.47	2026-01-07
sma_gap_60	top_10pct	operator	2	2026-03-17	0.4892	False	0.5034	2026-03-12
