line_id	lane_type	role	preferred	status	recent_selected_count	latest_date	latest_value	latest_selected	cutoff	last_selected_date	usage_note
ret_60_plus_sma_gap_60_plus_above_200dma_flag_plus_sma_gap_120_plus_neg_weight_1_15::top_10pct	deep_research	primary	True	inactive	0	2026-03-17	0.4305	False	0.4927	nan	Second-round deep-research line with round2_score=0.8739; best rule avg_return=0.0417 across 5 trades.
ret_60_plus_sma_gap_60_plus_above_200dma_flag_plus_atr_pct_20_plus_neg_weight_1_15::fixed_0.49	deep_research	research_side_line	False	inactive	0	2026-03-17	0.4323	False	0.49	nan	Second-round deep-research line with round2_score=0.8663; best rule avg_return=0.0344 across 5 trades.
ret_60_plus_sma_gap_60_plus_above_200dma_flag_plus_neg_weight_1_15::fixed_0.49	deep_research	research_side_line	False	inactive	0	2026-03-17	0.4255	False	0.49	nan	Second-round deep-research line with round2_score=0.8617; best rule avg_return=0.0308 across 5 trades.
